"","gene_id","seqnames","start","end","width","strand","source","type","score","phase","gene_version","gene_name","gene_source","gene_biotype","transcript_id","transcript_name","transcript_source","transcript_biotype","exon_number","exon_id","protein_id","tag","Orthogroup"
"8633","WBGene00032704","V",14243252,14245693,2442,"-","WormBase","gene",NA,NA,"1","CBG11602","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA,"OG0000558"
"8634","WBGene00032705","V",14246100,14247608,1509,"-","WormBase","gene",NA,NA,"1","Cbr-hil-1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA,"OG0011247"
"8635","WBGene00032706","V",14251021,14253084,2064,"-","WormBase","gene",NA,NA,"1","CBG11604","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA,"OG0011246"
"8636","WBGene00032707","V",14267982,14272093,4112,"+","WormBase","gene",NA,NA,"1","Cbr-zmp-4","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA,"OG0007006"
"8637","WBGene00032708","V",14272079,14274261,2183,"-","WormBase","gene",NA,NA,"1","CBG11609","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA,"OG0013006"
"8638","WBGene00032710","V",14279190,14281411,2222,"+","WormBase","gene",NA,NA,"1","CBG11611","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA,"OG0007005"
"8639","WBGene00032711","V",14284856,14285475,620,"-","WormBase","gene",NA,NA,"1","CBG11613","WormBase","pseudogene",NA,NA,NA,NA,NA,NA,NA,NA,NA
"8640","WBGene00032712","V",14285800,14286662,863,"+","WormBase","gene",NA,NA,"1","CBG11614","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA,"OG0020756"
"8641","WBGene00032713","V",14288128,14291252,3125,"+","WormBase","gene",NA,NA,"1","Cbr-haf-7","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA,"OG0001211"
"8642","WBGene00032714","V",14291254,14371696,80443,"-","WormBase","gene",NA,NA,"1","CBG11617","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA,"OG0007002"
"8643","WBGene00032715","V",14292447,14312886,20440,"-","WormBase","gene",NA,NA,"1","Cbr-rin-1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA,"OG0001686"
"8644","WBGene00032718","V",14317574,14318631,1058,"+","WormBase","gene",NA,NA,"1","CBG11621","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA,"OG0007003"
"8645","WBGene00032719","V",14318842,14321089,2248,"+","WormBase","gene",NA,NA,"1","CBG11622","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA,"OG0013005"
"8646","WBGene00032720","V",14321451,14337266,15816,"-","WormBase","gene",NA,NA,"1","Cbr-ret-1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA,"OG0001687"
"8647","WBGene00032721","V",14341342,14346729,5388,"-","WormBase","gene",NA,NA,"1","Cbr-npr-13","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA,"OG0007004"
"8648","WBGene00032722","IV",3147647,3148005,359,"+","WormBase","gene",NA,NA,"1","CBG11626","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA,NA
"8649","WBGene00032723","IV",3153976,3155713,1738,"+","WormBase","gene",NA,NA,"1","CBG11628","WormBase","pseudogene",NA,NA,NA,NA,NA,NA,NA,NA,NA
"8650","WBGene00032724","IV",3156490,3159158,2669,"+","WormBase","gene",NA,NA,"1","CBG11629","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA,"OG0000800"
"8651","WBGene00032725","IV",3162815,3164735,1921,"+","WormBase","gene",NA,NA,"1","Cbr-srz-24","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA,"OG0020854"
"8652","WBGene00032726","IV",3167155,3170195,3041,"+","WormBase","gene",NA,NA,"1","CBG11631","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA,"OG0017147"
"8653","WBGene00032727","IV",3177549,3184797,7249,"-","WormBase","gene",NA,NA,"1","Cbr-str-164","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA,"OG0004609"
"8654","WBGene00032728","IV",3189196,3192377,3182,"-","WormBase","gene",NA,NA,"1","Cbr-str-163","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA,"OG0013260"
"8655","WBGene00032729","IV",3198955,3204728,5774,"-","WormBase","gene",NA,NA,"1","Cbr-str-168","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA,"OG0000240"
"8656","WBGene00032730","IV",3207532,3211981,4450,"-","WormBase","gene",NA,NA,"1","Cbr-str-153","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA,"OG0000240"
"8657","WBGene00032731","IV",3214817,3218124,3308,"+","WormBase","gene",NA,NA,"1","CBG11637","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA,"OG0017148"
"8658","WBGene00032732","IV",3222851,3225211,2361,"-","WormBase","gene",NA,NA,"1","CBG11638","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA,"OG0000240"
"8659","WBGene00032733","IV",3229199,3232564,3366,"-","WormBase","gene",NA,NA,"1","CBG11639","WormBase","pseudogene",NA,NA,NA,NA,NA,NA,NA,NA,NA
"8660","WBGene00032734","IV",3234194,3235832,1639,"-","WormBase","gene",NA,NA,"1","Cbr-sea-1.3","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA,"OG0010399"
"8661","WBGene00032735","IV",3242849,3244940,2092,"-","WormBase","gene",NA,NA,"1","Cbr-sea-1.2","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA,"OG0010399"
"8662","WBGene00032736","IV",3252559,3257219,4661,"+","WormBase","gene",NA,NA,"1","CBG11643","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA,"OG0000240"
"8663","WBGene00032737","IV",3260901,3264933,4033,"+","WormBase","gene",NA,NA,"1","CBG11645","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA,NA
"8664","WBGene00032738","IV",3269782,3271675,1894,"+","WormBase","gene",NA,NA,"1","Cbr-sea-1.4","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA,"OG0010399"
"8665","WBGene00032739","IV",3273769,3285217,11449,"-","WormBase","gene",NA,NA,"1","Cbr-eor-1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA,"OG0011428"
"8666","WBGene00032740","IV",3285219,3292914,7696,"-","WormBase","gene",NA,NA,"1","Cbr-dpf-7","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA,"OG0011427"
"8667","WBGene00032741","IV",3293272,3298492,5221,"-","WormBase","gene",NA,NA,"1","Cbr-dpf-5","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA,"OG0007467"
"8668","WBGene00032742","IV",3299061,3301020,1960,"-","WormBase","gene",NA,NA,"1","CBG11650","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA,"OG0007465"
"8669","WBGene00032743","IV",3301028,3303114,2087,"-","WormBase","gene",NA,NA,"1","Cbr-ubxn-6","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA,"OG0007464"
"8670","WBGene00032745","IV",3305088,3305945,858,"+","WormBase","gene",NA,NA,"1","Cbr-eif-1.A","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA,"OG0004204"
"8671","WBGene00032746","IV",3307595,3310951,3357,"-","WormBase","gene",NA,NA,"1","CBG11656","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA,"OG0003092"
"8672","WBGene00032747","IV",3313461,3315149,1689,"+","WormBase","gene",NA,NA,"1","CBG11657","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA,"OG0000010"
"8673","WBGene00032748","IV",3319180,3322291,3112,"-","WormBase","gene",NA,NA,"1","Cbr-mpz-4","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA,"OG0004203"
"8674","WBGene00032749","IV",3323070,3325518,2449,"-","WormBase","gene",NA,NA,"1","CBG11659","WormBase","pseudogene",NA,NA,NA,NA,NA,NA,NA,NA,NA
"8675","WBGene00032750","IV",3325956,3326386,431,"+","WormBase","gene",NA,NA,"1","CBG11660","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA,"OG0017131"
"8676","WBGene00032751","IV",3326422,3327739,1318,"-","WormBase","gene",NA,NA,"1","CBG11661","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA,"OG0017131"
"8677","WBGene00032752","IV",3328256,3329763,1508,"+","WormBase","gene",NA,NA,"1","CBG11662","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA,"OG0000075"
"8678","WBGene00032753","IV",3334572,3335753,1182,"-","WormBase","gene",NA,NA,"1","CBG11663","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA,"OG0000075"
"8679","WBGene00032754","IV",3338210,3358984,20775,"-","WormBase","gene",NA,NA,"1","Cbr-tat-2","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA,"OG0004202"
"8680","WBGene00032755","IV",3375287,3377696,2410,"+","WormBase","gene",NA,NA,"1","CBG11668","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA,"OG0013641"
"8681","WBGene00032756","IV",3377706,3378303,598,"-","WormBase","gene",NA,NA,"1","CBG11669","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA,NA
"8682","WBGene00032757","IV",3381558,3382590,1033,"+","WormBase","gene",NA,NA,"1","CBG11670","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA,"OG0015502"
"8683","WBGene00032758","IV",3384643,3386854,2212,"+","WormBase","gene",NA,NA,"1","CBG11671","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA,"OG0000166"
"8684","WBGene00032759","IV",3389960,3392007,2048,"+","WormBase","gene",NA,NA,"1","CBG11672","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA,"OG0000166"
"8685","WBGene00032760","IV",3393249,3398050,4802,"+","WormBase","gene",NA,NA,"1","Cbr-str-173","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA,"OG0000166"
"8686","WBGene00032761","IV",3400636,3401454,819,"-","WormBase","gene",NA,NA,"1","CBG11674","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA,"OG0000136"
"8687","WBGene00032762","IV",3427122,3429773,2652,"+","WormBase","gene",NA,NA,"1","CBG11675","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA,"OG0000240"
"8688","WBGene00032763","IV",3402305,3408616,6312,"+","WormBase","gene",NA,NA,"1","Cbr-str-172","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA,"OG0000166"
"8689","WBGene00032764","IV",3409453,3409930,478,"-","WormBase","gene",NA,NA,"1","CBG11677","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA,"OG0016130"
"8690","WBGene00032765","IV",3415326,3422746,7421,"+","WormBase","gene",NA,NA,"1","Cbr-str-166","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA,"OG0013259"
"8691","WBGene00032766","IV",3423522,3425601,2080,"-","WormBase","gene",NA,NA,"1","CBG11679","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA,"OG0000166"
"8692","WBGene00032767","IV",3434003,3438456,4454,"+","WormBase","gene",NA,NA,"1","Cbr-nhr-104","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA,"OG0001673"
"8693","WBGene00032768","III",2505691,2534922,29232,"-","WormBase","gene",NA,NA,"1","Cbr-aakg-1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA,"OG0008898"
"8694","WBGene00032769","III",2499186,2500379,1194,"-","WormBase","gene",NA,NA,"1","CBG11683","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA,"OG0000862"
"8695","WBGene00032770","III",2495323,2497222,1900,"+","WormBase","gene",NA,NA,"1","CBG11684","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA,"OG0000712"
"8696","WBGene00032771","III",2489254,2494112,4859,"+","WormBase","gene",NA,NA,"1","CBG11685","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA,"OG0000959"
"8697","WBGene00032772","III",2487768,2488051,284,"+","WormBase","gene",NA,NA,"1","CBG11686","WormBase","pseudogene",NA,NA,NA,NA,NA,NA,NA,NA,NA
"8698","WBGene00032773","III",2482116,2596841,114726,"+","WormBase","gene",NA,NA,"1","CBG11687","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA,NA
"8699","WBGene00032774","III",2473605,2481714,8110,"+","WormBase","gene",NA,NA,"1","CBG11688","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA,"OG0020855"
"8700","WBGene00032775","III",2466389,2469464,3076,"+","WormBase","gene",NA,NA,"1","CBG11690","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA,"OG0014566"
"8701","WBGene00032776","III",2455744,2464936,9193,"+","WormBase","gene",NA,NA,"1","Cbr-ani-1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA,"OG0005468"
"8702","WBGene00032777","III",2449399,2455307,5909,"+","WormBase","gene",NA,NA,"1","Cbr-scav-3","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA,"OG0005469"
"8703","WBGene00032778","III",2442012,2448422,6411,"-","WormBase","gene",NA,NA,"1","CBG11693","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA,"OG0002810"
"8704","WBGene00032779","III",2440276,2441159,884,"-","WormBase","gene",NA,NA,"1","Cbr-pstk-1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA,"OG0010640"
"8705","WBGene00032780","III",2419942,2438957,19016,"+","WormBase","gene",NA,NA,"1","Cbr-sms-3","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA,"OG0008215"
"8706","WBGene00032781","III",2413417,2415614,2198,"-","WormBase","gene",NA,NA,"1","CBG11697","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA,"OG0013562"
"8707","WBGene00032783","III",2405389,2410833,5445,"-","WormBase","gene",NA,NA,"1","CBG11699","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA,"OG0002545"
"8708","WBGene00032784","III",2404483,2413349,8867,"+","WormBase","gene",NA,NA,"1","CBG11700","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA,"OG0004424"
"8709","WBGene00032785","III",2400981,2404673,3693,"+","WormBase","gene",NA,NA,"1","Cbr-hsp-60","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA,"OG0008212"
"8710","WBGene00032786","III",2398475,2400420,1946,"-","WormBase","gene",NA,NA,"1","CBG11702","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA,"OG0008213"
"8711","WBGene00032787","III",2385034,2398260,13227,"-","WormBase","gene",NA,NA,"1","CBG11703","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA,"OG0011711"
"8712","WBGene00032788","III",2374646,2377203,2558,"-","WormBase","gene",NA,NA,"1","CBG11705","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA,"OG0004423"
"8713","WBGene00032789","III",2373818,2374658,841,"+","WormBase","gene",NA,NA,"1","CBG11706","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA,"OG0003201"
"8714","WBGene00032790","III",2370997,2373452,2456,"-","WormBase","gene",NA,NA,"1","Cbr-elc-1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA,"OG0011710"
"8715","WBGene00032791","III",2367658,2370941,3284,"-","WormBase","gene",NA,NA,"1","CBG11708","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA,"OG0008211"
"8716","WBGene00032792","III",2367105,2367532,428,"-","WormBase","gene",NA,NA,"1","CBG11709","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA,"OG0014060"
"8717","WBGene00032793","III",2364895,2365327,433,"+","WormBase","gene",NA,NA,"1","CBG11710","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA,"OG0004278"
"8718","WBGene00032794","III",2351510,2353648,2139,"+","WormBase","gene",NA,NA,"1","CBG11712","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA,"OG0007760"
"8719","WBGene00032795","III",2340896,2342397,1502,"+","WormBase","gene",NA,NA,"1","Cbr-cisd-3.2","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA,"OG0008206"
"8720","WBGene00032796","III",2339570,2340734,1165,"-","WormBase","gene",NA,NA,"1","CBG11716","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA,"OG0011708"
"8721","WBGene00032797","III",2331294,2338720,7427,"-","WormBase","gene",NA,NA,"1","CBG11717","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA,"OG0000317"
"8722","WBGene00032798","III",2325096,2329984,4889,"+","WormBase","gene",NA,NA,"1","CBG11719","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA,"OG0011709"
"8723","WBGene00032799","III",2310608,2324636,14029,"+","WormBase","gene",NA,NA,"1","Cbr-snf-6","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA,"OG0008209"
"8724","WBGene00032800","III",2303142,2309519,6378,"-","WormBase","gene",NA,NA,"1","CBG11721","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA,"OG0008207"
"8725","WBGene00032801","III",2289848,2303188,13341,"+","WormBase","gene",NA,NA,"1","CBG11722","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA,"OG0004422"
"8726","WBGene00032802","III",2276910,2289746,12837,"+","WormBase","gene",NA,NA,"1","CBG11723","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA,"OG0020856"
"8727","WBGene00032803","III",2276324,2276819,496,"+","WormBase","gene",NA,NA,"1","Cbr-ave-1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA,"OG0008210"
"8728","WBGene00032804","III",2267305,2275995,8691,"-","WormBase","gene",NA,NA,"1","CBG11726","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA,"OG0001539"
"8729","WBGene00032805","III",2263323,2265817,2495,"+","WormBase","gene",NA,NA,"1","Cbr-smr-1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA,"OG0003186"
"8730","WBGene00032806","III",2245643,2263058,17416,"+","WormBase","gene",NA,NA,"1","Cbr-acsd-1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA,"OG0008121"
"8731","WBGene00032807","III",2247377,2257607,10231,"-","WormBase","gene",NA,NA,"1","Cbr-lgc-46","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA,"OG0002483"
"8732","WBGene00032808","III",2241795,2244828,3034,"-","WormBase","gene",NA,NA,"1","CBG11730","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA,"OG0004884"
"8733","WBGene00032811","III",2202493,2230290,27798,"-","WormBase","gene",NA,NA,"1","Cbr-cdh-12","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA,"OG0011667"
"8734","WBGene00032812","III",2191294,2194991,3698,"-","WormBase","gene",NA,NA,"1","CBG11735","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA,"OG0013559"
"8735","WBGene00032814","III",2184113,2188442,4330,"-","WormBase","gene",NA,NA,"1","Cbr-glb-30","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA,"OG0008163"
"8736","WBGene00032816","III",2171211,2179676,8466,"-","WormBase","gene",NA,NA,"1","CBG11739","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA,"OG0000317"
"8737","WBGene00032817","III",2162544,2169260,6717,"-","WormBase","gene",NA,NA,"1","Cbr-mboa-6","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA,"OG0010338"
"8738","WBGene00032818","III",2162034,2162481,448,"+","WormBase","gene",NA,NA,"1","CBG11741","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA,"OG0008168"
"8739","WBGene00032819","III",2161179,2161925,747,"+","WormBase","gene",NA,NA,"1","Cbr-rps-22","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA,"OG0008167"
"8740","WBGene00032820","III",2153609,2160595,6987,"-","WormBase","gene",NA,NA,"1","Cbr-polh-1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA,"OG0003621"
"8741","WBGene00032821","III",2147086,2151422,4337,"+","WormBase","gene",NA,NA,"1","CBG11744","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA,"OG0011686"
"8742","WBGene00032823","III",2106150,2146733,40584,"-","WormBase","gene",NA,NA,"1","Cbr-pqn-41","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA,"OG0003194"
"8743","WBGene00032824","III",2103757,2106022,2266,"+","WormBase","gene",NA,NA,"1","CBG11749","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA,"OG0014246"
"8744","WBGene00032825","III",2098453,2101935,3483,"+","WormBase","gene",NA,NA,"1","CBG11750","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA,"OG0000959"
"8745","WBGene00032826","III",2093128,2097048,3921,"+","WormBase","gene",NA,NA,"1","CBG11751","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA,"OG0001464"
"8746","WBGene00032827","III",2089307,2093014,3708,"-","WormBase","gene",NA,NA,"1","CBG11752","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA,"OG0001464"
"8747","WBGene00032828","III",2085684,2088100,2417,"-","WormBase","gene",NA,NA,"1","Cbr-sru-45","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA,"OG0001253"
"8748","WBGene00032829","III",2065601,2084976,19376,"+","WormBase","gene",NA,NA,"1","Cbr-tat-1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA,"OG0005465"
"8749","WBGene00032830","III",2059285,2063383,4099,"-","WormBase","gene",NA,NA,"1","Cbr-pie-1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA,"OG0005464"
"8750","WBGene00032831","III",2058189,2058946,758,"+","WormBase","gene",NA,NA,"1","Cbr-snr-6","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA,"OG0005463"
"8751","WBGene00032833","III",2044784,2053162,8379,"+","WormBase","gene",NA,NA,"1","Cbr-cccp-1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA,"OG0010639"
"8752","WBGene00032834","III",2034089,2036475,2387,"-","WormBase","gene",NA,NA,"1","CBG11759","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA,"OG0017148"
"8753","WBGene00032835","III",2029125,2029240,116,"-","WormBase","gene",NA,NA,"1","CBG11761","WormBase","pseudogene",NA,NA,NA,NA,NA,NA,NA,NA,NA
"8754","WBGene00032836","III",2013912,2027810,13899,"-","WormBase","gene",NA,NA,"1","CBG11762","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA,"OG0000596"
"8755","WBGene00032837","III",2023325,2026163,2839,"+","WormBase","gene",NA,NA,"1","CBG11763","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA,"OG0011095"
"8756","WBGene00032838","III",2012160,2016283,4124,"+","WormBase","gene",NA,NA,"1","Cbr-oig-1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA,"OG0011094"
"8757","WBGene00032839","III",2013955,2014778,824,"-","WormBase","gene",NA,NA,"1","CBG11765","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA,"OG0000596"
"8758","WBGene00032840","III",2004641,2007509,2869,"-","WormBase","gene",NA,NA,"1","Cbr-pqn-10","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA,"OG0012956"
"8759","WBGene00032841","III",1996044,2003359,7316,"+","WormBase","gene",NA,NA,"1","Cbr-wht-5","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA,"OG0002811"
"8760","WBGene00032842","III",1990997,1996038,5042,"+","WormBase","gene",NA,NA,"1","CBG11768","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA,"OG0010642"
"8761","WBGene00032843","III",1986582,1990341,3760,"+","WormBase","gene",NA,NA,"1","CBG11769","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA,"OG0003624"
"8762","WBGene00032844","III",1984805,1986445,1641,"+","WormBase","gene",NA,NA,"1","Cbr-his-72","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA,"OG0000009"
"8763","WBGene00032845","III",1979540,1982435,2896,"-","WormBase","gene",NA,NA,"1","Cbr-rpt-6","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA,"OG0000960"
"8764","WBGene00032846","III",1976914,1978631,1718,"+","WormBase","gene",NA,NA,"1","CBG11772","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA,"OG0012957"
"8765","WBGene00032847","III",1967165,1975334,8170,"+","WormBase","gene",NA,NA,"1","Cbr-acr-5","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA,"OG0006619"
"8766","WBGene00032848","III",1959619,1961959,2341,"+","WormBase","gene",NA,NA,"1","Cbr-glrx-5","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA,"OG0010643"
"8767","WBGene00032849","III",1955050,1959042,3993,"+","WormBase","gene",NA,NA,"1","CBG11775","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA,"OG0005470"
"8768","WBGene00032850","III",1949444,1954751,5308,"-","WormBase","gene",NA,NA,"1","Cbr-pph-4.1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA,"OG0001302"
"8769","WBGene00032851","III",1936431,1937448,1018,"+","WormBase","gene",NA,NA,"1","CBG11779","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA,"OG0015503"
"8770","WBGene00032852","III",1918862,1922828,3967,"+","WormBase","gene",NA,NA,"1","Cbr-zip-12","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA,"OG0002354"
"8771","WBGene00032855","III",1907173,1911970,4798,"-","WormBase","gene",NA,NA,"1","CBG11786","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA,"OG0010424"
"8772","WBGene00032856","III",1883117,1892989,9873,"-","WormBase","gene",NA,NA,"1","Cbr-pqn-92","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA,"OG0002353"
"8773","WBGene00032858","X",7400101,7401029,929,"-","WormBase","gene",NA,NA,"1","CBG11789","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA,"OG0018442"
"8774","WBGene00032859","X",7402418,7402764,347,"+","WormBase","gene",NA,NA,"1","CBG11790","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA,NA
"8775","WBGene00032860","X",7404079,7404444,366,"+","WormBase","gene",NA,NA,"1","CBG11791","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA,"OG0020857"
"8776","WBGene00032861","X",7405076,7405519,444,"-","WormBase","gene",NA,NA,"1","CBG11792","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA,"OG0010425"
"8777","WBGene00032862","X",7411940,7413990,2051,"-","WormBase","gene",NA,NA,"1","CBG11796","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA,"OG0013637"
