"","gene_id","seqnames","start","end","width","strand","source","type","score","phase","gene_version","gene_source","gene_biotype","transcript_id","transcript_source","transcript_biotype","exon_number","exon_id","protein_id","gene_name","Orthogroup"
"14821","FL83_14992","scaffold_117",268681,269040,360,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"14822","FL83_14993","scaffold_117",270738,271287,550,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0015573"
"14823","FL83_14994","scaffold_117",271746,272571,826,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0015573"
"14824","FL83_14995","scaffold_120",9824,14036,4213,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0007135"
"14825","FL83_14996","scaffold_120",41070,41665,596,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0000192"
"14826","FL83_14997","scaffold_120",45017,45451,435,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0002704"
"14827","FL83_14998","scaffold_120",48968,49699,732,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0000667"
"14828","FL83_14999","scaffold_120",59191,65429,6239,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0000128"
"14829","FL83_15000","scaffold_120",66757,68091,1335,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0000372"
"14830","FL83_15001","scaffold_120",83561,85860,2300,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0000547"
"14831","FL83_15002","scaffold_120",87981,88663,683,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0001527"
"14832","FL83_15003","scaffold_120",92315,92942,628,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0019092"
"14833","FL83_15004","scaffold_120",98284,100390,2107,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0022909"
"14834","FL83_15005","scaffold_120",100873,102635,1763,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"14835","FL83_15006","scaffold_120",103302,105217,1916,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0019092"
"14836","FL83_15007","scaffold_120",112225,113095,871,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0015707"
"14837","FL83_15008","scaffold_120",120695,121214,520,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0017514"
"14838","FL83_15009","scaffold_120",125097,125725,629,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0015707"
"14839","FL83_15010","scaffold_120",135554,136165,612,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0015707"
"14840","FL83_15011","scaffold_120",137161,138152,992,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0003044"
"14841","FL83_15012","scaffold_120",138817,141573,2757,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0005076"
"14842","FL83_15013","scaffold_120",152759,157232,4474,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0000039"
"14843","FL83_15014","scaffold_120",211761,212529,769,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0001915"
"14844","FL83_15015","scaffold_120",213292,218972,5681,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0002702"
"14845","FL83_15016","scaffold_120",221850,222550,701,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0015729"
"14846","FL83_15017","scaffold_120",224805,225089,285,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0019320"
"14847","FL83_15018","scaffold_120",224872,226577,1706,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0001604"
"14848","FL83_15019","scaffold_120",225215,225868,654,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"14849","FL83_15020","scaffold_120",234508,242376,7869,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0013765"
"14850","FL83_15021","scaffold_120",248170,250420,2251,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0015083"
"14851","FL83_15022","scaffold_120",250153,254819,4667,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0013765"
"14852","FL83_15023","scaffold_120",264605,266981,2377,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0013765"
"14853","FL83_15024","scaffold_130",5133,6026,894,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0000129"
"14854","FL83_15025","scaffold_130",7439,16602,9164,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"14855","FL83_15026","scaffold_130",23920,24463,544,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0003385"
"14856","FL83_15027","scaffold_130",29119,30275,1157,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"14857","FL83_15028","scaffold_130",64603,83313,18711,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0017687"
"14858","FL83_15029","scaffold_130",84660,91054,6395,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0000598"
"14859","FL83_15030","scaffold_130",93560,95540,1981,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0013178"
"14860","FL83_15031","scaffold_130",105546,107320,1775,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"14861","FL83_15032","scaffold_130",113007,118149,5143,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0004378"
"14862","FL83_15033","scaffold_130",122837,123028,192,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0022958"
"14863","FL83_15034","scaffold_130",124954,128284,3331,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0014889"
"14864","FL83_15035","scaffold_130",141694,143169,1476,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"14865","FL83_15036","scaffold_130",144410,146831,2422,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0003096"
"14866","FL83_15037","scaffold_130",147363,148483,1121,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0002492"
"14867","FL83_15038","scaffold_130",152424,153479,1056,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0002492"
"14868","FL83_15039","scaffold_130",153993,155852,1860,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0007478"
"14869","FL83_15040","scaffold_130",157172,158490,1319,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0022959"
"14870","FL83_15041","scaffold_130",160239,165633,5395,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0007479"
"14871","FL83_15042","scaffold_130",165767,168313,2547,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0007480"
"14872","FL83_15043","scaffold_130",169579,173760,4182,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0005942"
"14873","FL83_15044","scaffold_130",182109,187506,5398,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0005941"
"14874","FL83_15045","scaffold_130",188133,189512,1380,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0010845"
"14875","FL83_15046","scaffold_130",190298,198414,8117,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0002393"
"14876","FL83_15047","scaffold_130",198522,200505,1984,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0016517"
"14877","FL83_15048","scaffold_130",200905,202480,1576,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"14878","FL83_15049","scaffold_130",203820,205180,1361,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0002393"
"14879","FL83_15050","scaffold_130",207637,220850,13214,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0003797"
"14880","FL83_15051","scaffold_130",223015,230748,7734,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0002392"
"14881","FL83_15052","scaffold_130",230611,232086,1476,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"14882","FL83_15053","scaffold_130",235468,236858,1391,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0002392"
"14883","FL83_15054","scaffold_130",237294,241250,3957,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0005936"
"14884","FL83_15055","scaffold_130",237556,239878,2323,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"14885","FL83_15056","scaffold_130",248017,248232,216,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0005938"
"14886","FL83_15057","scaffold_130",254306,254715,410,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0000497"
"14887","FL83_15058","scaffold_130",254785,255192,408,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0017564"
"14888","FL83_15059","scaffold_130",263085,263755,671,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0015075"
"14889","FL83_15060","scaffold_126",1105,4756,3652,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0008093"
"14890","FL83_15061","scaffold_126",5547,7321,1775,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0008204"
"14891","FL83_15062","scaffold_126",21284,24182,2899,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0004421"
"14892","FL83_15063","scaffold_126",24958,26411,1454,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0011707"
"14893","FL83_15064","scaffold_126",27919,28713,795,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0002500"
"14894","FL83_15065","scaffold_126",34535,36552,2018,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0008205"
"14895","FL83_15066","scaffold_126",36792,40847,4056,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0008149"
"14896","FL83_15067","scaffold_126",45222,45904,683,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0022929"
"14897","FL83_15068","scaffold_126",47918,51459,3542,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0001978"
"14898","FL83_15069","scaffold_126",55780,56899,1120,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0001201"
"14899","FL83_15070","scaffold_126",57007,65835,8829,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0008125"
"14900","FL83_15071","scaffold_126",60558,61036,479,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"14901","FL83_15072","scaffold_126",73983,76806,2824,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0015333"
"14902","FL83_15073","scaffold_126",80495,80925,431,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0001502"
"14903","FL83_15074","scaffold_126",81236,83560,2325,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0005174"
"14904","FL83_15075","scaffold_126",83419,85752,2334,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0005173"
"14905","FL83_15076","scaffold_126",90017,90753,737,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0005172"
"14906","FL83_15077","scaffold_126",91386,97096,5711,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0005171"
"14907","FL83_15078","scaffold_126",114614,115134,521,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0005170"
"14908","FL83_15079","scaffold_126",115431,117305,1875,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0005169"
"14909","FL83_15080","scaffold_126",117666,120923,3258,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0003545"
"14910","FL83_15081","scaffold_126",121503,122877,1375,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0005168"
"14911","FL83_15082","scaffold_126",123139,123976,838,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0005167"
"14912","FL83_15083","scaffold_126",130567,131111,545,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0005166"
"14913","FL83_15084","scaffold_126",134289,134837,549,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0005165"
"14914","FL83_15085","scaffold_126",135002,137220,2219,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0006982"
"14915","FL83_15086","scaffold_126",137479,139332,1854,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0001826"
"14916","FL83_15087","scaffold_126",143480,145603,2124,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0022930"
"14917","FL83_15088","scaffold_126",149486,150424,939,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0005175"
"14918","FL83_15089","scaffold_126",151062,151984,923,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0005176"
"14919","FL83_15090","scaffold_126",155230,156109,880,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0010547"
"14920","FL83_15091","scaffold_126",156802,159029,2228,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0005178"
"14921","FL83_15092","scaffold_126",159127,159518,392,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0010548"
"14922","FL83_15093","scaffold_126",162752,165609,2858,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0004410"
"14923","FL83_15094","scaffold_126",166007,166766,760,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0011678"
"14924","FL83_15095","scaffold_126",168105,170956,2852,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0004410"
"14925","FL83_15096","scaffold_126",171354,173931,2578,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0011678"
"14926","FL83_15097","scaffold_126",174003,178171,4169,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0003192"
"14927","FL83_15098","scaffold_126",178451,183041,4591,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0013176"
"14928","FL83_15099","scaffold_126",183645,187191,3547,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0008153"
"14929","FL83_15100","scaffold_126",189740,191602,1863,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0000652"
"14930","FL83_15101","scaffold_126",191996,197169,5174,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0001725"
"14931","FL83_15102","scaffold_126",193492,195064,1573,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0008135"
"14932","FL83_15103","scaffold_126",197513,203062,5550,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0004400"
"14933","FL83_15104","scaffold_126",200697,201581,885,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0006809"
"14934","FL83_15105","scaffold_126",203075,204592,1518,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0008134"
"14935","FL83_15106","scaffold_126",206237,210196,3960,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0005164"
"14936","FL83_15107","scaffold_126",210568,210892,325,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0012615"
"14937","FL83_15108","scaffold_126",216238,216803,566,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0000316"
"14938","FL83_15109","scaffold_126",217515,222625,5111,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0002109"
"14939","FL83_15110","scaffold_126",223054,225019,1966,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0006143"
"14940","FL83_15111","scaffold_126",225289,234147,8859,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0003871"
"14941","FL83_15112","scaffold_126",234538,236332,1795,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0006147"
"14942","FL83_15113","scaffold_126",236423,238517,2095,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0003873"
"14943","FL83_15114","scaffold_126",245237,247500,2264,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0003222"
"14944","FL83_15115","scaffold_126",250432,251517,1086,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0000219"
"14945","FL83_15116","scaffold_126",251540,254715,3176,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0008128"
"14946","FL83_15117","scaffold_126",255763,257627,1865,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0008127"
"14947","FL83_15118","scaffold_126",258745,260977,2233,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0015655"
"14948","FL83_15119","scaffold_126",262549,263528,980,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0003191"
"14949","FL83_15120","scaffold_126",263848,268183,4336,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0004401"
"14950","FL83_15121","scaffold_126",269327,270513,1187,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0001115"
"14951","FL83_15122","scaffold_138",9740,18309,8570,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0011501"
"14952","FL83_15123","scaffold_138",18061,21744,3684,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"14953","FL83_15124","scaffold_138",19302,24213,4912,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0003123"
"14954","FL83_15125","scaffold_138",24337,25241,905,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0004264"
"14955","FL83_15126","scaffold_138",26104,29029,2926,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0002128"
"14956","FL83_15127","scaffold_138",29496,32353,2858,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0002128"
"14957","FL83_15128","scaffold_138",37505,40170,2666,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0004265"
"14958","FL83_15129","scaffold_138",44037,47339,3303,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0003128"
"14959","FL83_15130","scaffold_138",47764,50045,2282,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0001011"
"14960","FL83_15131","scaffold_138",51083,53103,2021,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0002554"
"14961","FL83_15132","scaffold_138",53772,54163,392,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0004475"
"14962","FL83_15133","scaffold_138",55044,64630,9587,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0005080"
"14963","FL83_15134","scaffold_138",57371,58488,1118,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0015575"
"14964","FL83_15135","scaffold_138",65186,67301,2116,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0002554"
"14965","FL83_15136","scaffold_138",68103,71124,3022,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0001011"
"14966","FL83_15137","scaffold_138",75847,76130,284,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"14967","FL83_15138","scaffold_138",78129,78421,293,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"14968","FL83_15139","scaffold_138",87304,89657,2354,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0005042"
"14969","FL83_15140","scaffold_138",91761,92182,422,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0015279"
"14970","FL83_15141","scaffold_138",93125,94157,1033,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0022987"
"14971","FL83_15142","scaffold_138",101047,101483,437,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"14972","FL83_15143","scaffold_138",130143,133720,3578,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0002011"
"14973","FL83_15144","scaffold_138",133877,143841,9965,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0010036"
"14974","FL83_15145","scaffold_138",156762,161946,5185,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0010035"
"14975","FL83_15146","scaffold_138",163755,166094,2340,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0002011"
"14976","FL83_15147","scaffold_138",167854,168901,1048,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0000012"
"14977","FL83_15148","scaffold_138",171121,172188,1068,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0000334"
"14978","FL83_15149","scaffold_138",172302,173327,1026,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0017582"
"14979","FL83_15150","scaffold_138",173416,174092,677,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0015113"
"14980","FL83_15151","scaffold_138",174633,178482,3850,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0000334"
"14981","FL83_15152","scaffold_138",176126,176574,449,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0013765"
