"","X","seqnames","start","end","width","strand","source","type","score","phase","gene_id","gene_version","gene_name","gene_source","gene_biotype","transcript_id","transcript_name","transcript_source","transcript_biotype","exon_number","exon_id","protein_id","tag"
"2545",2560,"II",6198696,6201628,2933,"+","WormBase","gene",NA,NA,"WBGene00077732",1,"szy-4","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"2546",2561,"II",6203182,6208216,5035,"-","WormBase","gene",NA,NA,"WBGene00016246",1,"daf-37","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"2547",2562,"II",6224780,6227095,2316,"-","WormBase","gene",NA,NA,"WBGene00016248",1,"C30B5.7","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"2548",2563,"II",6251411,6252780,1370,"+","WormBase","gene",NA,NA,"WBGene00004015",1,"phb-2","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"2549",2564,"II",6252719,6256124,3406,"-","WormBase","gene",NA,NA,"WBGene00017438",1,"F13H8.5","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"2550",2565,"II",6260857,6262524,1668,"+","WormBase","gene",NA,NA,"WBGene00017437",1,"nmgp-1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"2551",2566,"II",6263985,6265575,1591,"+","WormBase","gene",NA,NA,"WBGene00017436",1,"F13H8.3","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"2552",2567,"II",6279676,6281102,1427,"-","WormBase","gene",NA,NA,"WBGene00017442",1,"F13H8.9","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"2553",2568,"II",6283384,6284724,1341,"+","WormBase","gene",NA,NA,"WBGene00017434",1,"F13H8.1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"2554",2569,"II",6288412,6290097,1686,"-","WormBase","gene",NA,NA,"WBGene00017440",1,"upb-1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"2555",2570,"II",6303525,6306283,2759,"+","WormBase","gene",NA,NA,"WBGene00016210",1,"C29F5.1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"2556",2571,"II",6306425,6308125,1701,"+","WormBase","gene",NA,NA,"WBGene00044589",1,"C29F5.8","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"2557",2572,"II",6308114,6309298,1185,"-","WormBase","gene",NA,NA,"WBGene00016215",1,"glb-10","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"2558",2573,"II",6318086,6321159,3074,"-","WormBase","gene",NA,NA,"WBGene00016311",1,"efr-3","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"2559",2574,"II",6324484,6327355,2872,"+","WormBase","gene",NA,NA,"WBGene00004860",1,"sma-6","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"2560",2575,"II",6331820,6333987,2168,"-","WormBase","gene",NA,NA,"WBGene00016314",1,"C32D5.6","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"2561",2576,"II",6349207,6351987,2781,"-","WormBase","gene",NA,NA,"WBGene00016317",1,"C32D5.10","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"2562",2577,"II",6356416,6359005,2590,"-","WormBase","gene",NA,NA,"WBGene00016319",1,"C32D5.12","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"2563",2578,"II",6366996,6369091,2096,"+","WormBase","gene",NA,NA,"WBGene00019605",1,"ctsa-4.1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"2564",2579,"II",6371303,6374776,3474,"+","WormBase","gene",NA,NA,"WBGene00003009",1,"lin-23","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"2565",2581,"II",6398706,6401007,2302,"+","WormBase","gene",NA,NA,"WBGene00020800",1,"zig-10","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"2566",2582,"II",6407535,6410281,2747,"-","WormBase","gene",NA,NA,"WBGene00020801",1,"T25D10.4","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"2567",2583,"II",6446195,6449792,3598,"-","WormBase","gene",NA,NA,"WBGene00003621",1,"nhr-22","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"2568",2584,"II",6450889,6453391,2503,"-","WormBase","gene",NA,NA,"WBGene00019427",1,"atg-16.2","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"2569",2585,"II",6485476,6488861,3386,"+","WormBase","gene",NA,NA,"WBGene00020895",1,"plpp-1.2","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"2570",2586,"II",6488830,6489761,932,"-","WormBase","gene",NA,NA,"WBGene00004916",1,"snr-3","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"2571",2587,"II",6490165,6491340,1176,"+","WormBase","gene",NA,NA,"WBGene00004702",1,"rsp-5","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"2572",2588,"II",6567130,6567934,805,"+","WormBase","gene",NA,NA,"WBGene00017562",1,"F18C5.9","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"2573",2589,"II",6583058,6584504,1447,"+","WormBase","gene",NA,NA,"WBGene00016962",1,"C56C10.4","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"2574",2590,"II",6584410,6587575,3166,"-","WormBase","gene",NA,NA,"WBGene00016964",1,"C56C10.7","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"2575",2591,"II",6587577,6588655,1079,"-","WormBase","gene",NA,NA,"WBGene00002045",1,"icd-1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"2576",2592,"II",6594382,6598080,3699,"-","WormBase","gene",NA,NA,"WBGene00001026",1,"dnj-8","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"2577",2593,"II",6616878,6622171,5294,"+","WormBase","gene",NA,NA,"WBGene00003480",1,"klf-3","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"2578",2594,"II",6622186,6623504,1319,"+","WormBase","gene",NA,NA,"WBGene00018840",1,"F54H5.3","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"2579",2595,"II",6631105,6637098,5994,"+","WormBase","gene",NA,NA,"WBGene00020579",1,"T19D12.4","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"2580",2596,"II",6647136,6649126,1991,"-","WormBase","gene",NA,NA,"WBGene00020582",1,"oig-8","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"2581",2597,"II",6680024,6683544,3521,"+","WormBase","gene",NA,NA,"WBGene00016005",1,"ift-74","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"2582",2598,"II",6699084,6700482,1399,"+","WormBase","gene",NA,NA,"WBGene00016000",1,"C18H9.1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"2583",2599,"II",6702213,6705643,3431,"-","WormBase","gene",NA,NA,"WBGene00004507",1,"rpy-1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"2584",2600,"II",6736203,6736783,581,"+","WormBase","gene",NA,NA,"WBGene00020499",1,"mrps-18.C","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"2585",2601,"II",6755174,6755965,792,"+","WormBase","gene",NA,NA,"WBGene00001424",1,"fis-1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"2586",2602,"II",6760674,6775176,14503,"-","WormBase","gene",NA,NA,"WBGene00018304",1,"agr-1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"2587",2603,"II",6776598,6777900,1303,"+","WormBase","gene",NA,NA,"WBGene00020480",1,"ssup-72","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"2588",2604,"II",6779404,6781699,2296,"+","WormBase","gene",NA,NA,"WBGene00020482",1,"T13C2.7","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"2589",2605,"II",6792191,6799317,7127,"+","WormBase","gene",NA,NA,"WBGene00020478",1,"T13C2.2","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"2590",2606,"II",6799111,6800154,1044,"-","WormBase","gene",NA,NA,"WBGene00017954",1,"F31E8.4","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"2591",2607,"II",6803324,6804863,1540,"+","WormBase","gene",NA,NA,"WBGene00006380",1,"tab-1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"2592",2608,"II",6810963,6816433,5471,"+","WormBase","gene",NA,NA,"WBGene00004921",1,"snt-1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"2593",2609,"II",6848124,6851534,3411,"+","WormBase","gene",NA,NA,"WBGene00015410",1,"tbc-6","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"2594",2610,"II",6860582,6863752,3171,"-","WormBase","gene",NA,NA,"WBGene00016625",1,"aff-1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"2595",2611,"II",6871402,6872593,1192,"-","WormBase","gene",NA,NA,"WBGene00016627",1,"C44B7.5","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"2596",2612,"II",6888553,6890400,1848,"-","WormBase","gene",NA,NA,"WBGene00016630",1,"acer-1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"2597",2613,"II",6891652,6893639,1988,"-","WormBase","gene",NA,NA,"WBGene00016632",1,"adal-1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"2598",2614,"II",6894177,6897540,3364,"-","WormBase","gene",NA,NA,"WBGene00016631",1,"C44B7.11","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"2599",2615,"II",6898729,6901804,3076,"+","WormBase","gene",NA,NA,"WBGene00016624",1,"hrpl-1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"2600",2616,"II",6902095,6902931,837,"+","WormBase","gene",NA,NA,"WBGene00016623",1,"psmd-9","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"2601",2617,"II",6910072,6912659,2588,"+","WormBase","gene",NA,NA,"WBGene00000211",1,"asm-1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"2602",2618,"II",6916166,6916963,798,"+","WormBase","gene",NA,NA,"WBGene00044615",1,"B0252.8","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"2603",2619,"II",6947855,6951300,3446,"-","WormBase","gene",NA,NA,"WBGene00017702",1,"malt-1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"2604",2620,"II",6965800,6967648,1849,"-","WormBase","gene",NA,NA,"WBGene00004090",1,"eif-2Bgamma","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"2605",2621,"II",6979953,6988623,8671,"+","WormBase","gene",NA,NA,"WBGene00015795",1,"C15F1.2","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"2606",2622,"II",6989880,6991686,1807,"+","WormBase","gene",NA,NA,"WBGene00015794",1,"C15F1.1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"2607",2623,"II",7012780,7022509,9730,"-","WormBase","gene",NA,NA,"WBGene00016889",1,"lst-6","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"2608",2624,"II",7022913,7024940,2028,"+","WormBase","gene",NA,NA,"WBGene00016890",1,"lst-5","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"2609",2625,"II",7025802,7030156,4355,"+","WormBase","gene",NA,NA,"WBGene00016888",1,"znf-598","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"2610",2626,"II",7045874,7050071,4198,"-","WormBase","gene",NA,NA,"WBGene00022855",1,"tcer-1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"2611",2627,"II",7050672,7051983,1312,"+","WormBase","gene",NA,NA,"WBGene00022852",1,"ZK1127.5","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"2612",2628,"II",7053949,7055186,1238,"+","WormBase","gene",NA,NA,"WBGene00022851",1,"ZK1127.4","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"2613",2629,"II",7065020,7069966,4947,"-","WormBase","gene",NA,NA,"WBGene00001872",1,"him-14","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"2614",2630,"II",7070183,7072415,2233,"-","WormBase","gene",NA,NA,"WBGene00002238",1,"kars-1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"2615",2631,"II",7093389,7099354,5966,"+","WormBase","gene",NA,NA,"WBGene00020163",1,"T02G5.3","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"2616",2632,"II",7099583,7101165,1583,"-","WormBase","gene",NA,NA,"WBGene00020169",1,"mmaa-1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"2617",2633,"II",7105563,7106316,754,"+","WormBase","gene",NA,NA,"WBGene00004447",1,"rpl-33","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"2618",2634,"II",7106412,7110056,3645,"-","WormBase","gene",NA,NA,"WBGene00017350",1,"F10E7.9","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"2619",2635,"II",7111978,7112982,1005,"+","WormBase","gene",NA,NA,"WBGene00017347",1,"F10E7.5","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"2620",2636,"II",7113080,7113732,653,"+","WormBase","gene",NA,NA,"WBGene00017348",1,"F10E7.6","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"2621",2637,"II",7113683,7115906,2224,"-","WormBase","gene",NA,NA,"WBGene00017351",1,"cutl-5","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"2622",2638,"II",7132643,7137522,4880,"+","WormBase","gene",NA,NA,"WBGene00001597",1,"gld-3","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"2623",2639,"II",7172204,7174943,2740,"-","WormBase","gene",NA,NA,"WBGene00001594",1,"glc-4","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"2624",2640,"II",7183801,7185294,1494,"+","WormBase","gene",NA,NA,"WBGene00003966",1,"pdl-1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"2625",2641,"II",7185278,7187210,1933,"-","WormBase","gene",NA,NA,"WBGene00016175",1,"C27H5.6","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"2626",2642,"II",7189420,7192508,3089,"+","WormBase","gene",NA,NA,"WBGene00017124",1,"E04F6.4","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"2627",2643,"II",7217943,7225914,7972,"-","WormBase","gene",NA,NA,"WBGene00000530",1,"clh-3","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"2628",2644,"II",7229150,7230616,1467,"+","WormBase","gene",NA,NA,"WBGene00017970",1,"F32A5.4","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"2629",2645,"II",7235828,7238349,2522,"-","WormBase","gene",NA,NA,"WBGene00000169",1,"aqp-1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"2630",2646,"II",7245876,7250189,4314,"+","WormBase","gene",NA,NA,"WBGene00017968",1,"skpo-3","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"2631",2647,"II",7250151,7252015,1865,"-","WormBase","gene",NA,NA,"WBGene00004198",1,"prx-13","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"2632",2648,"II",7299342,7301633,2292,"+","WormBase","gene",NA,NA,"WBGene00016273",1,"C30G12.1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"2633",2649,"II",7305858,7308792,2935,"+","WormBase","gene",NA,NA,"WBGene00000271",1,"brf-1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"2634",2650,"II",7310348,7313875,3528,"+","WormBase","gene",NA,NA,"WBGene00018474",1,"cnep-1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"2635",2651,"II",7313774,7314183,410,"-","WormBase","gene",NA,NA,"WBGene00018476",1,"F45E12.6","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"2636",2652,"II",7319865,7324025,4161,"-","WormBase","gene",NA,NA,"WBGene00017663",1,"F21D12.3","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"2637",2653,"II",7328736,7331324,2589,"-","WormBase","gene",NA,NA,"WBGene00017664",1,"npax-1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"2638",2654,"II",7358893,7363260,4368,"+","WormBase","gene",NA,NA,"WBGene00018392",1,"insc-1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"2639",2655,"II",7363220,7364040,821,"-","WormBase","gene",NA,NA,"WBGene00018393",1,"msra-1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"2640",2656,"II",7394955,7397351,2397,"+","WormBase","gene",NA,NA,"WBGene00015567",1,"bath-44","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"2641",2657,"II",7400545,7402725,2181,"-","WormBase","gene",NA,NA,"WBGene00003526",1,"nas-7","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"2642",2658,"II",7425939,7434282,8344,"-","WormBase","gene",NA,NA,"WBGene00019289",1,"kcc-3","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"2643",2659,"II",7460026,7465619,5594,"-","WormBase","gene",NA,NA,"WBGene00005641",1,"sro-1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"2644",2660,"II",7472729,7478537,5809,"-","WormBase","gene",NA,NA,"WBGene00000101",1,"aka-1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"2645",2661,"II",7479187,7480713,1527,"+","WormBase","gene",NA,NA,"WBGene00006703",1,"ubc-6","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"2646",2662,"II",7480751,7483109,2359,"-","WormBase","gene",NA,NA,"WBGene00000280",1,"cah-2","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"2647",2663,"II",7491267,7493699,2433,"-","WormBase","gene",NA,NA,"WBGene00003542",1,"nas-23","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"2648",2664,"II",7507121,7519321,12201,"-","WormBase","gene",NA,NA,"WBGene00016184",1,"glb-9","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"2649",2665,"II",7525738,7528239,2502,"+","WormBase","gene",NA,NA,"WBGene00022888",1,"rnh-1.1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"2650",2666,"II",7530996,7533246,2251,"+","WormBase","gene",NA,NA,"WBGene00006947",1,"wrt-1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"2651",2667,"II",7533262,7534563,1302,"-","WormBase","gene",NA,NA,"WBGene00006956",1,"wrt-10","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"2652",2668,"II",7535006,7537272,2267,"+","WormBase","gene",NA,NA,"WBGene00022893",1,"ZK1290.13","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"2653",2669,"II",7549335,7551983,2649,"+","WormBase","gene",NA,NA,"WBGene00006600",1,"tph-1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"2654",2671,"II",7570605,7572438,1834,"+","WormBase","gene",NA,NA,"WBGene00018041",1,"F35D2.3","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"2655",2672,"II",7580144,7583655,3512,"-","WormBase","gene",NA,NA,"WBGene00018042",1,"mks-3","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"2656",2673,"II",7597546,7598752,1207,"-","WormBase","gene",NA,NA,"WBGene00019941",1,"pgam-5","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"2657",2674,"II",7610983,7613732,2750,"-","WormBase","gene",NA,NA,"WBGene00019943",1,"R07G3.7","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"2658",2675,"II",7613541,7614435,895,"+","WormBase","gene",NA,NA,"WBGene00043050",1,"oig-4","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"2659",2676,"II",7616452,7618245,1794,"+","WormBase","gene",NA,NA,"WBGene00000390",1,"cdc-42","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"2660",2677,"II",7618238,7620513,2276,"-","WormBase","gene",NA,NA,"WBGene00019944",1,"R07G3.8","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"2661",2678,"II",7627250,7651246,23997,"-","WormBase","gene",NA,NA,"WBGene00020114",1,"pde-4","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"2662",2679,"II",7658325,7662522,4198,"-","WormBase","gene",NA,NA,"WBGene00017547",1,"alfa-1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"2663",2680,"II",7662706,7663754,1049,"-","WormBase","gene",NA,NA,"WBGene00017548",1,"F18A1.7","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"2664",2681,"II",7667267,7671909,4643,"+","WormBase","gene",NA,NA,"WBGene00003045",1,"lir-2","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"2665",2682,"II",7695934,7698506,2573,"-","WormBase","gene",NA,NA,"WBGene00015204",1,"B0495.5","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"2666",2683,"II",7698613,7699033,421,"-","WormBase","gene",NA,NA,"WBGene00015205",1,"moa-2","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"2667",2684,"II",7702001,7705233,3233,"-","WormBase","gene",NA,NA,"WBGene00015206",1,"B0495.7","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"2668",2685,"II",7707586,7708710,1125,"-","WormBase","gene",NA,NA,"WBGene00015208",1,"B0495.9","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"2669",2686,"II",7711905,7718591,6687,"-","WormBase","gene",NA,NA,"WBGene00007044",1,"cpna-5","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"2670",2687,"II",7752637,7753600,964,"-","WormBase","gene",NA,NA,"WBGene00015062",1,"trx-1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"2671",2689,"II",7757182,7759023,1842,"-","WormBase","gene",NA,NA,"WBGene00015064",1,"B0228.7","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"2672",2690,"II",7785100,7794322,9223,"-","WormBase","gene",NA,NA,"WBGene00001615",1,"glr-4","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"2673",2691,"II",7811240,7812105,866,"+","WormBase","gene",NA,NA,"WBGene00000516",1,"cki-1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"2674",2692,"II",7832838,7835414,2577,"-","WormBase","gene",NA,NA,"WBGene00023408",1,"cex-2","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"2675",2693,"II",7842353,7845653,3301,"+","WormBase","gene",NA,NA,"WBGene00002216",1,"klp-3","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"2676",2694,"II",7853880,7855042,1163,"-","WormBase","gene",NA,NA,"WBGene00007014",1,"mdt-10","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"2677",2695,"II",7857960,7858238,279,"+","WormBase","gene",NA,NA,"WBGene00011641",1,"T09A5.15","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"2678",2696,"II",7866256,7870162,3907,"-","WormBase","gene",NA,NA,"WBGene00011639",1,"ztf-17","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"2679",2697,"II",7878082,7879316,1235,"-","WormBase","gene",NA,NA,"WBGene00006913",1,"vha-4","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"2680",2698,"II",7879616,7880505,890,"+","WormBase","gene",NA,NA,"WBGene00011351",1,"T01H3.5","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"2681",2699,"II",7911315,7912119,805,"+","WormBase","gene",NA,NA,"WBGene00014067",1,"ZK675.4","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"2682",2700,"II",7912090,7928700,16611,"-","WormBase","gene",NA,NA,"WBGene00014051",1,"spv-1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"2683",2701,"II",7936592,7938178,1587,"-","WormBase","gene",NA,NA,"WBGene00014052",1,"ZK669.2","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"2684",2702,"II",7941148,7942610,1463,"+","WormBase","gene",NA,NA,"WBGene00014053",1,"ZK669.3","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"2685",2703,"II",7942602,7945206,2605,"-","WormBase","gene",NA,NA,"WBGene00014054",1,"dbt-1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"2686",2704,"II",8012816,8015264,2449,"+","WormBase","gene",NA,NA,"WBGene00008436",1,"DH11.2","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"2687",2705,"II",8017680,8020785,3106,"+","WormBase","gene",NA,NA,"WBGene00006996",1,"zyg-11","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"2688",2706,"II",8020780,8022561,1782,"-","WormBase","gene",NA,NA,"WBGene00001835",1,"hda-2","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"2689",2707,"II",8022632,8027763,5132,"-","WormBase","gene",NA,NA,"WBGene00007433",1,"swsn-7","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"2690",2708,"II",8028953,8032708,3756,"-","WormBase","gene",NA,NA,"WBGene00003813",1,"nrf-6","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"2691",2709,"II",8059069,8061753,2685,"+","WormBase","gene",NA,NA,"WBGene00011512",1,"T05H10.8","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"2692",2710,"II",8078435,8080847,2413,"+","WormBase","gene",NA,NA,"WBGene00010503",1,"K02C4.5","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"2693",2711,"II",8102108,8105052,2945,"-","WormBase","gene",NA,NA,"WBGene00044049",1,"sfxn-5","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"2694",2712,"II",8112243,8124910,12668,"-","WormBase","gene",NA,NA,"WBGene00002147",1,"ire-1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"2695",2713,"II",8129960,8134742,4783,"+","WormBase","gene",NA,NA,"WBGene00006739",1,"ulp-4","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"2696",2714,"II",8134756,8136918,2163,"-","WormBase","gene",NA,NA,"WBGene00008052",1,"ctns-1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
