"","gene_id","seqnames","start","end","width","strand","source","type","score","phase","gene_version","gene_source","gene_biotype","transcript_id","transcript_source","transcript_biotype","exon_number","exon_id","protein_id","gene_name","Orthogroup"
"10462","Csp11.Scaffold629.g13155","Scaffold629",19995609,19997329,1721,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0014881"
"10463","Csp11.Scaffold629.g13156","Scaffold629",19998527,20000034,1508,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0000342"
"10464","Csp11.Scaffold629.g13157","Scaffold629",20000773,20002520,1748,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0000342"
"10465","Csp11.Scaffold629.g13158","Scaffold629",20002907,20004234,1328,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0017124"
"10466","Csp11.Scaffold629.g13159","Scaffold629",20004856,20006597,1742,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0000342"
"10467","Csp11.Scaffold629.g13160","Scaffold629",20010419,20011802,1384,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0000342"
"10468","Csp11.Scaffold629.g13161","Scaffold629",20011964,20012719,756,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"10469","Csp11.Scaffold629.g13162","Scaffold629",20012842,20015003,2162,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0000923"
"10470","Csp11.Scaffold629.g13163","Scaffold629",20016343,20017430,1088,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0004681"
"10471","Csp11.Scaffold629.g13164","Scaffold629",20018893,20019544,652,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0003328"
"10472","Csp11.Scaffold629.g13165","Scaffold629",20019882,20020670,789,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0000433"
"10473","Csp11.Scaffold629.g13166","Scaffold629",20021479,20022563,1085,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0000149"
"10474","Csp11.Scaffold629.g13167","Scaffold629",20022825,20023501,677,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0016186"
"10475","Csp11.Scaffold629.g13168","Scaffold629",20023994,20027385,3392,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0000338"
"10476","Csp11.Scaffold629.g13169","Scaffold629",20027720,20029684,1965,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0000338"
"10477","Csp11.Scaffold629.g13170","Scaffold629",20031914,20032714,801,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0000615"
"10478","Csp11.Scaffold629.g13171","Scaffold629",20033192,20033685,494,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0011346"
"10479","Csp11.Scaffold629.g13172","Scaffold629",20034615,20035600,986,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0013058"
"10480","Csp11.Scaffold629.g13173","Scaffold629",20036233,20037335,1103,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0011341"
"10481","Csp11.Scaffold629.g13174","Scaffold629",20040456,20041374,919,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0007292"
"10482","Csp11.Scaffold629.g13175","Scaffold629",20042231,20044721,2491,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0007290"
"10483","Csp11.Scaffold629.g13176","Scaffold629",20046984,20047663,680,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0000615"
"10484","Csp11.Scaffold629.g13177","Scaffold629",20047866,20048163,298,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0001296"
"10485","Csp11.Scaffold629.g13178","Scaffold629",20049348,20051015,1668,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0005760"
"10486","Csp11.Scaffold629.g13179","Scaffold629",20052101,20055208,3108,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0003732"
"10487","Csp11.Scaffold629.g13180","Scaffold629",20055887,20061035,5149,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0011342"
"10488","Csp11.Scaffold629.g13181","Scaffold629",20075399,20077090,1692,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"10489","Csp11.Scaffold629.g13182","Scaffold629",20086858,20087192,335,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0010764"
"10490","Csp11.Scaffold629.g13183","Scaffold629",20087862,20088135,274,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"10491","Csp11.Scaffold629.g13184","Scaffold629",20088501,20092048,3548,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0010791"
"10492","Csp11.Scaffold629.g13185","Scaffold629",20092906,20093211,306,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"10493","Csp11.Scaffold629.g13186","Scaffold629",20104885,20107421,2537,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0005794"
"10494","Csp11.Scaffold629.g13187","Scaffold629",20108081,20109289,1209,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0005782"
"10495","Csp11.Scaffold629.g13188","Scaffold629",20109410,20111846,2437,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0000297"
"10496","Csp11.Scaffold629.g13189","Scaffold629",20114063,20115179,1117,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0012829"
"10497","Csp11.Scaffold629.g13190","Scaffold629",20115802,20117551,1750,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0003750"
"10498","Csp11.Scaffold629.g13191","Scaffold629",20118417,20120142,1726,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0023860"
"10499","Csp11.Scaffold629.g13192","Scaffold629",20122259,20127335,5077,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0010778"
"10500","Csp11.Scaffold629.g13193","Scaffold629",20127619,20129012,1394,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0010779"
"10501","Csp11.Scaffold629.g13194","Scaffold629",20132286,20132594,309,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0002861"
"10502","Csp11.Scaffold629.g13195","Scaffold629",20132999,20133816,818,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0005784"
"10503","Csp11.Scaffold629.g13196","Scaffold629",20134843,20135175,333,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0010786"
"10504","Csp11.Scaffold629.g13197","Scaffold629",20135577,20136036,460,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0003750"
"10505","Csp11.Scaffold629.g13198","Scaffold629",20136934,20140007,3074,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0024345"
"10506","Csp11.Scaffold629.g13199","Scaffold629",20140138,20140731,594,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0024345"
"10507","Csp11.Scaffold629.g13200","Scaffold629",20140891,20144029,3139,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0005787"
"10508","Csp11.Scaffold629.g13201","Scaffold629",20148905,20162727,13823,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0010780"
"10509","Csp11.Scaffold629.g13202","Scaffold629",20163446,20164773,1328,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0010782"
"10510","Csp11.Scaffold629.g13203","Scaffold629",20164993,20165907,915,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0010783"
"10511","Csp11.Scaffold629.g13204","Scaffold629",20166721,20167947,1227,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0005785"
"10512","Csp11.Scaffold629.g13205","Scaffold629",20170494,20172297,1804,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0005786"
"10513","Csp11.Scaffold629.g13206","Scaffold629",20175287,20177274,1988,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0001183"
"10514","Csp11.Scaffold629.g13207","Scaffold629",20178576,20179255,680,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0005756"
"10515","Csp11.Scaffold629.g13208","Scaffold629",20181969,20184501,2533,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0005755"
"10516","Csp11.Scaffold629.g13209","Scaffold629",20185502,20187138,1637,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0014427"
"10517","Csp11.Scaffold629.g13210","Scaffold629",20190704,20193585,2882,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0005796"
"10518","Csp11.Scaffold629.g13211","Scaffold629",20194059,20194271,213,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"10519","Csp11.Scaffold629.g13212","Scaffold629",20195123,20197804,2682,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0003753"
"10520","Csp11.Scaffold629.g13213","Scaffold629",20200599,20201888,1290,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"10521","Csp11.Scaffold629.g13214","Scaffold629",20209846,20210105,260,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0019559"
"10522","Csp11.Scaffold629.g13215","Scaffold629",20210792,20212499,1708,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0005793"
"10523","Csp11.Scaffold629.g13216","Scaffold629",20215571,20216226,656,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0002086"
"10524","Csp11.Scaffold629.g13217","Scaffold629",20216396,20218237,1842,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0005792"
"10525","Csp11.Scaffold629.g13218","Scaffold629",20226538,20228383,1846,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"10526","Csp11.Scaffold629.g13219","Scaffold629",20233683,20233968,286,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"10527","Csp11.Scaffold629.g13220","Scaffold629",20236136,20236722,587,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0000216"
"10528","Csp11.Scaffold629.g13221","Scaffold629",20238734,20239627,894,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"10529","Csp11.Scaffold629.g13222","Scaffold629",20240365,20241760,1396,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0021849"
"10530","Csp11.Scaffold629.g13223","Scaffold629",20243009,20244620,1612,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0000162"
"10531","Csp11.Scaffold629.g13224","Scaffold629",20245781,20246964,1184,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0001890"
"10532","Csp11.Scaffold629.g13225","Scaffold629",20249057,20250924,1868,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0001890"
"10533","Csp11.Scaffold629.g13226","Scaffold629",20253036,20254506,1471,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"10534","Csp11.Scaffold629.g13227","Scaffold629",20255691,20257042,1352,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0000162"
"10535","Csp11.Scaffold629.g13228","Scaffold629",20257800,20258940,1141,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0015375"
"10536","Csp11.Scaffold629.g13229","Scaffold629",20259010,20268546,9537,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0004732"
"10537","Csp11.Scaffold629.g13230","Scaffold629",20269416,20270086,671,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0009365"
"10538","Csp11.Scaffold629.g13231","Scaffold629",20270510,20271568,1059,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0009364"
"10539","Csp11.Scaffold629.g13232","Scaffold629",20272322,20273347,1026,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0009363"
"10540","Csp11.Scaffold629.g13233","Scaffold629",20274114,20275001,888,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0009362"
"10541","Csp11.Scaffold629.g13234","Scaffold629",20275163,20276959,1797,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0000297"
"10542","Csp11.Scaffold629.g13235","Scaffold629",20277971,20279998,2028,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0009361"
"10543","Csp11.Scaffold629.g13236","Scaffold629",20283309,20283569,261,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"10544","Csp11.Scaffold629.g13237","Scaffold629",20285663,20286715,1053,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0009360"
"10545","Csp11.Scaffold629.g13238","Scaffold629",20304545,20308402,3858,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0009359"
"10546","Csp11.Scaffold629.g13239","Scaffold629",20319790,20320791,1002,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0012105"
"10547","Csp11.Scaffold629.g13240","Scaffold629",20321692,20323385,1694,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0000477"
"10548","Csp11.Scaffold629.g13241","Scaffold629",20323811,20325739,1929,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0000477"
"10549","Csp11.Scaffold629.g13242","Scaffold629",20325904,20327853,1950,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0000477"
"10550","Csp11.Scaffold629.g13243","Scaffold629",20328277,20329154,878,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"10551","Csp11.Scaffold629.g13244","Scaffold629",20330477,20331932,1456,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0000477"
"10552","Csp11.Scaffold629.g13245","Scaffold629",20338654,20339814,1161,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0009358"
"10553","Csp11.Scaffold629.g13246","Scaffold629",20341515,20346478,4964,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0009357"
"10554","Csp11.Scaffold629.g13247","Scaffold629",20346804,20347923,1120,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0000152"
"10555","Csp11.Scaffold629.g13248","Scaffold629",20348334,20349374,1041,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0012104"
"10556","Csp11.Scaffold629.g13249","Scaffold629",20350600,20352966,2367,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0001084"
"10557","Csp11.Scaffold629.g13250","Scaffold629",20353682,20355158,1477,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"10558","Csp11.Scaffold629.g13251","Scaffold629",20357294,20358961,1668,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0009356"
"10559","Csp11.Scaffold629.g13252","Scaffold629",20359141,20360613,1473,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"10560","Csp11.Scaffold629.g13253","Scaffold629",20362847,20364947,2101,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0009354"
"10561","Csp11.Scaffold629.g13254","Scaffold629",20367900,20368817,918,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0009353"
"10562","Csp11.Scaffold629.g13255","Scaffold629",20372949,20375960,3012,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0017101"
"10563","Csp11.Scaffold629.g13256","Scaffold629",20377360,20378289,930,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0017097"
"10564","Csp11.Scaffold629.g13257","Scaffold629",20378895,20379182,288,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"10565","Csp11.Scaffold629.g13258","Scaffold629",20381877,20384048,2172,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0018469"
"10566","Csp11.Scaffold629.g13259","Scaffold629",20385572,20386639,1068,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0000426"
"10567","Csp11.Scaffold629.g13260","Scaffold629",20386932,20387459,528,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0014903"
"10568","Csp11.Scaffold629.g13261","Scaffold629",20388283,20392191,3909,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0012103"
"10569","Csp11.Scaffold629.g13262","Scaffold629",20392610,20393517,908,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0004266"
"10570","Csp11.Scaffold629.g13263","Scaffold629",20401084,20404346,3263,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0009352"
"10571","Csp11.Scaffold629.g13264","Scaffold629",20407226,20408610,1385,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"10572","Csp11.Scaffold629.g13265","Scaffold629",20409488,20411675,2188,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0002490"
"10573","Csp11.Scaffold629.g13266","Scaffold629",20412218,20415046,2829,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0009351"
"10574","Csp11.Scaffold629.g13267","Scaffold629",20415522,20417826,2305,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0009350"
"10575","Csp11.Scaffold629.g13268","Scaffold629",20422188,20423556,1369,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0003346"
"10576","Csp11.Scaffold629.g13269","Scaffold629",20425055,20426376,1322,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0003346"
"10577","Csp11.Scaffold629.g13270","Scaffold629",20426502,20426836,335,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0009349"
"10578","Csp11.Scaffold629.g13271","Scaffold629",20429506,20435582,6077,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0014146"
"10579","Csp11.Scaffold629.g13272","Scaffold629",20436300,20438430,2131,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0003345"
"10580","Csp11.Scaffold629.g13273","Scaffold629",20439662,20441444,1783,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0001988"
"10581","Csp11.Scaffold629.g13274","Scaffold629",20442647,20445604,2958,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0002991"
"10582","Csp11.Scaffold629.g13275","Scaffold629",20446328,20448157,1830,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"10583","Csp11.Scaffold629.g13276","Scaffold629",20451036,20451578,543,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"10584","Csp11.Scaffold629.g13277","Scaffold629",20451896,20454330,2435,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0002991"
"10585","Csp11.Scaffold629.g13278","Scaffold629",20454770,20456824,2055,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0002172"
"10586","Csp11.Scaffold629.g13279","Scaffold629",20457401,20459032,1632,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0001988"
"10587","Csp11.Scaffold629.g13280","Scaffold629",20463237,20465603,2367,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0009347"
"10588","Csp11.Scaffold629.g13281","Scaffold629",20466549,20468530,1982,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0012100"
"10589","Csp11.Scaffold629.g13282","Scaffold629",20471140,20473101,1962,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0016776"
"10590","Csp11.Scaffold629.g13283","Scaffold629",20475870,20478859,2990,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0009345"
"10591","Csp11.Scaffold629.g13284","Scaffold629",20484099,20484368,270,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"10592","Csp11.Scaffold629.g13285","Scaffold629",20486976,20487314,339,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"10593","Csp11.Scaffold629.g13286","Scaffold629",20490525,20495238,4714,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0009344"
"10594","Csp11.Scaffold629.g13287","Scaffold629",20501170,20501430,261,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"10595","Csp11.Scaffold629.g13288","Scaffold629",20502642,20503287,646,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0001249"
"10596","Csp11.Scaffold629.g13289","Scaffold629",20504100,20504621,522,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"10597","Csp11.Scaffold629.g13290","Scaffold629",20509489,20510211,723,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0001751"
"10598","Csp11.Scaffold629.g13291","Scaffold629",20510846,20511106,261,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"10599","Csp11.Scaffold629.g13292","Scaffold629",20511510,20511737,228,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"10600","Csp11.Scaffold629.g13293","Scaffold629",20512351,20512623,273,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0024346"
"10601","Csp11.Scaffold629.g13294","Scaffold629",20513974,20514246,273,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0024346"
"10602","Csp11.Scaffold629.g13295","Scaffold629",20515475,20515720,246,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0014906"
"10603","Csp11.Scaffold629.g13296","Scaffold629",20517037,20521986,4950,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0009062"
"10604","Csp11.Scaffold629.g13297","Scaffold629",20528664,20529984,1321,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0009371"
