,seq_id,seqnames,type,start,end,width,strand,gene_id,gene_biotype,Orthogroup
2074,elegans_II,II,gene,9005796,9019798,14003,-,WBGene00009717,protein_coding,OG0007595
2075,elegans_V,V,gene,12541039,12542977,1939,+,WBGene00009722,protein_coding,OG0007234
2076,elegans_X,X,gene,12485049,12491751,6703,+,WBGene00009726,protein_coding,OG0009022
2077,elegans_III,III,gene,13426264,13427721,1458,+,WBGene00009732,protein_coding,OG0006149
2078,elegans_III,III,gene,3377396,3389970,12575,-,WBGene00009738,protein_coding,OG0008375
2079,elegans_II,II,gene,13495046,13495900,855,-,WBGene00009741,protein_coding,OG0009435
2080,elegans_II,II,gene,13501875,13503832,1958,+,WBGene00009742,protein_coding,OG0009434
2081,elegans_V,V,gene,9772285,9774918,2634,+,WBGene00009768,protein_coding,OG0007192
2082,elegans_V,V,gene,9777860,9779518,1659,-,WBGene00009769,protein_coding,OG0007193
2083,elegans_II,II,gene,8828196,8829289,1094,-,WBGene00009779,protein_coding,OG0007620
2084,elegans_II,II,gene,8840200,8844515,4316,-,WBGene00009781,protein_coding,OG0007619
2085,elegans_II,II,gene,8808636,8810729,2094,-,WBGene00009784,protein_coding,OG0007622
2086,elegans_X,X,gene,15259579,15260287,709,-,WBGene00009787,protein_coding,OG0008325
2087,elegans_X,X,gene,15262723,15267987,5265,+,WBGene00009789,protein_coding,OG0008324
2088,elegans_V,V,gene,11669338,11672597,3260,-,WBGene00009790,protein_coding,OG0009852
2089,elegans_V,V,gene,11667476,11669390,1915,+,WBGene00009791,protein_coding,OG0009828
2090,elegans_X,X,gene,13310227,13311755,1529,-,WBGene00009796,protein_coding,OG0007754
2091,elegans_X,X,gene,13322963,13327824,4862,+,WBGene00009797,protein_coding,OG0007753
2092,elegans_X,X,gene,13334046,13336810,2765,+,WBGene00009798,protein_coding,OG0007752
2093,elegans_X,X,gene,9801081,9807662,6582,-,WBGene00009799,protein_coding,OG0009335
2094,elegans_X,X,gene,9823752,9831288,7537,-,WBGene00009800,protein_coding,OG0009333
2095,elegans_V,V,gene,14341972,14345704,3733,+,WBGene00009811,protein_coding,OG0005590
2096,elegans_X,X,gene,10897678,10900114,2437,-,WBGene00009812,protein_coding,OG0006530
2097,elegans_X,X,gene,10893567,10896598,3032,-,WBGene00009813,protein_coding,OG0006531
2098,elegans_X,X,gene,10889041,10890556,1516,-,WBGene00009816,protein_coding,OG0006533
2099,elegans_X,X,gene,10903272,10905088,1817,+,WBGene00009818,protein_coding,OG0006529
2100,elegans_X,X,gene,10905180,10910816,5637,-,WBGene00009819,protein_coding,OG0006528
2101,elegans_I,I,gene,14075837,14078211,2375,+,WBGene00009824,protein_coding,OG0007783
2102,elegans_V,V,gene,11323965,11326964,3000,-,WBGene00009829,protein_coding,OG0005137
2103,elegans_V,V,gene,11313362,11316901,3540,-,WBGene00009830,protein_coding,OG0005135
2104,elegans_V,V,gene,11317213,11321816,4604,-,WBGene00009831,protein_coding,OG0005136
2105,elegans_X,X,gene,11444350,11446635,2286,-,WBGene00009842,protein_coding,OG0006475
2106,elegans_X,X,gene,11451616,11454331,2716,-,WBGene00009843,protein_coding,OG0006474
2107,elegans_X,X,gene,13182114,13189961,7848,-,WBGene00009844,protein_coding,OG0008273
2108,elegans_I,I,gene,14331085,14339839,8755,+,WBGene00009865,protein_coding,OG0005884
2109,elegans_IV,IV,gene,9318148,9319439,1292,-,WBGene00009879,protein_coding,OG0009960
2110,elegans_IV,IV,gene,9320122,9321089,968,-,WBGene00009881,protein_coding,OG0009959
2111,elegans_IV,IV,gene,9321801,9322525,725,+,WBGene00009882,protein_coding,OG0009958
2112,elegans_IV,IV,gene,9322489,9324089,1601,-,WBGene00009883,protein_coding,OG0009957
2113,elegans_X,X,gene,9573615,9577028,3414,-,WBGene00009887,protein_coding,OG0010253
2114,elegans_IV,IV,gene,13035956,13038988,3033,-,WBGene00009889,protein_coding,OG0009570
2115,elegans_II,II,gene,8392568,8394305,1738,-,WBGene00009901,protein_coding,OG0007915
2116,elegans_I,I,gene,7317646,7318337,692,+,WBGene00009915,protein_coding,OG0005282
2117,elegans_I,I,gene,7339232,7345986,6755,+,WBGene00009917,protein_coding,OG0005280
2118,elegans_X,X,gene,11585675,11589717,4043,+,WBGene00009929,protein_coding,OG0006465
2119,elegans_X,X,gene,11589686,11591720,2035,-,WBGene00009930,protein_coding,OG0006464
2120,elegans_X,X,gene,11617470,11620049,2580,+,WBGene00009931,protein_coding,OG0006463
2121,elegans_I,I,gene,9928993,9930885,1893,+,WBGene00009940,protein_coding,OG0009040
2122,elegans_II,II,gene,10042780,10045270,2491,-,WBGene00009945,protein_coding,OG0007559
2123,elegans_II,II,gene,10030190,10030970,781,+,WBGene00009947,protein_coding,OG0005951
2124,elegans_III,III,gene,13344937,13346860,1924,+,WBGene00009952,protein_coding,OG0008919
2125,elegans_I,I,gene,8931033,8942292,11260,-,WBGene00009958,protein_coding,OG0009529
2126,elegans_I,I,gene,8954559,8957394,2836,-,WBGene00009961,protein_coding,OG0009528
2127,elegans_V,V,gene,10992089,10994974,2886,+,WBGene00009965,protein_coding,OG0007052
2128,elegans_V,V,gene,10999663,11000699,1037,-,WBGene00009966,protein_coding,OG0007051
2129,elegans_V,V,gene,11000963,11002534,1572,-,WBGene00009967,protein_coding,OG0007050
2130,elegans_V,V,gene,13804395,13807237,2843,-,WBGene00009977,protein_coding,OG0007084
2131,elegans_V,V,gene,15652430,15668300,15871,-,WBGene00009978,protein_coding,OG0005111
2132,elegans_V,V,gene,13592124,13593183,1060,+,WBGene00009987,protein_coding,OG0007356
2133,elegans_V,V,gene,13593383,13598347,4965,+,WBGene00009988,protein_coding,OG0007355
2134,elegans_V,V,gene,13612414,13613970,1557,-,WBGene00009990,protein_coding,OG0007351
2135,elegans_V,V,gene,13624625,13625567,943,-,WBGene00009992,protein_coding,OG0007312
2136,elegans_V,V,gene,13622107,13624524,2418,-,WBGene00009993,protein_coding,OG0007313
2137,elegans_V,V,gene,13611337,13611882,546,-,WBGene00009995,protein_coding,OG0007352
2138,elegans_V,V,gene,13627573,13629841,2269,+,WBGene00009996,protein_coding,OG0007311
2139,elegans_V,V,gene,20685683,20688835,3153,+,WBGene00009998,protein_coding,OG0007399
2140,elegans_V,V,gene,20690582,20691685,1104,-,WBGene00010001,protein_coding,OG0007401
2141,elegans_V,V,gene,20699832,20704049,4218,-,WBGene00010002,protein_coding,OG0007402
2142,elegans_V,V,gene,20704227,20709869,5643,+,WBGene00010003,protein_coding,OG0007403
2143,elegans_V,V,gene,10852518,10865699,13182,-,WBGene00010012,protein_coding,OG0007262
2144,elegans_X,X,gene,13594121,13596068,1948,-,WBGene00010028,protein_coding,OG0005982
2145,elegans_III,III,gene,9451591,9454062,2472,-,WBGene00010040,protein_coding,OG0008783
2146,elegans_II,II,gene,8571085,8572904,1820,+,WBGene00010042,protein_coding,OG0007939
2147,elegans_II,II,gene,8583034,8585086,2053,-,WBGene00010045,protein_coding,OG0007941
2148,elegans_II,II,gene,11573180,11575000,1821,+,WBGene00010048,protein_coding,OG0005670
2149,elegans_II,II,gene,11564381,11567020,2640,-,WBGene00010051,protein_coding,OG0005671
2150,elegans_II,II,gene,11547517,11549311,1795,+,WBGene00010052,protein_coding,OG0005673
2151,elegans_II,II,gene,11542636,11544828,2193,-,WBGene00010053,protein_coding,OG0005675
2152,elegans_II,II,gene,11540773,11542495,1723,-,WBGene00010054,protein_coding,OG0005676
2153,elegans_II,II,gene,11538895,11552081,13187,-,WBGene00010055,protein_coding,OG0005677
2154,elegans_II,II,gene,11558706,11564227,5522,-,WBGene00010057,protein_coding,OG0005672
2155,elegans_II,II,gene,13507819,13516478,8660,+,WBGene00010070,protein_coding,OG0009423
2156,elegans_III,III,gene,9155066,9157192,2127,+,WBGene00010074,protein_coding,OG0008806
2157,elegans_V,V,gene,11763139,11764385,1247,-,WBGene00010075,protein_coding,OG0009932
2158,elegans_V,V,gene,11776838,11783429,6592,+,WBGene00010079,protein_coding,OG0009953
2159,elegans_V,V,gene,13823052,13825226,2175,+,WBGene00010089,protein_coding,OG0007086
2160,elegans_V,V,gene,12271873,12275658,3786,+,WBGene00010093,protein_coding,OG0008350
2161,elegans_V,V,gene,12270271,12271551,1281,-,WBGene00010094,protein_coding,OG0008349
2162,elegans_V,V,gene,12284060,12288615,4556,-,WBGene00010096,protein_coding,OG0007858
2163,elegans_V,V,gene,11383105,11384353,1249,+,WBGene00010109,protein_coding,OG0005131
2164,elegans_I,I,gene,7884189,7885769,1581,+,WBGene00010110,protein_coding,OG0005201
2165,elegans_I,I,gene,7889310,7894864,5555,+,WBGene00010111,protein_coding,OG0005200
2166,elegans_X,X,gene,13755769,13759391,3623,+,WBGene00010115,protein_coding,OG0007667
2167,elegans_X,X,gene,13760237,13763998,3762,+,WBGene00010116,protein_coding,OG0007666
2168,elegans_X,X,gene,13765359,13770558,5200,-,WBGene00010117,protein_coding,OG0007665
2169,elegans_III,III,gene,9508100,9509757,1658,+,WBGene00010130,protein_coding,OG0008776
2170,elegans_III,III,gene,9511470,9513375,1906,+,WBGene00010131,protein_coding,OG0008775
2171,elegans_III,III,gene,9513344,9516248,2905,-,WBGene00010132,protein_coding,OG0008774
2172,elegans_I,I,gene,8876319,8893317,16999,+,WBGene00010134,protein_coding,OG0010032
2173,elegans_I,I,gene,8893311,8894137,827,-,WBGene00010135,protein_coding,OG0009534
2174,elegans_IV,IV,gene,10636949,10639228,2280,+,WBGene00010144,protein_coding,OG0009747
2175,elegans_IV,IV,gene,10639277,10642784,3508,+,WBGene00010145,protein_coding,OG0009746
2176,elegans_IV,IV,gene,10642716,10654147,11432,-,WBGene00010146,protein_coding,OG0009745
2177,elegans_I,I,gene,11374620,11380127,5508,+,WBGene00010159,protein_coding,OG0008976
2178,elegans_IV,IV,gene,9531337,9533171,1835,-,WBGene00010175,protein_coding,OG0009992
2179,elegans_V,V,gene,10037340,10048726,11387,+,WBGene00010177,protein_coding,OG0007340
2180,elegans_V,V,gene,10050047,10054913,4867,-,WBGene00010178,protein_coding,OG0007341
2181,elegans_V,V,gene,10067069,10069440,2372,+,WBGene00010179,protein_coding,OG0007342
2182,elegans_V,V,gene,10075741,10077906,2166,+,WBGene00010182,protein_coding,OG0009171
2183,elegans_V,V,gene,13207726,13208897,1172,+,WBGene00010188,protein_coding,OG0006050
2184,elegans_V,V,gene,13209645,13213462,3818,+,WBGene00010189,protein_coding,OG0006049
2185,elegans_V,V,gene,11438764,11441638,2875,+,WBGene00010191,protein_coding,OG0005127
2186,elegans_II,II,gene,14528752,14534174,5423,+,WBGene00010198,protein_coding,OG0010106
2187,elegans_X,X,gene,10580996,10589565,8570,-,WBGene00010200,protein_coding,OG0006548
2188,elegans_V,V,gene,12003053,12004584,1532,+,WBGene00010204,protein_coding,OG0010027
2189,elegans_V,V,gene,12004611,12006595,1985,-,WBGene00010205,protein_coding,OG0010057
2190,elegans_X,X,gene,12169094,12171681,2588,-,WBGene00010221,protein_coding,OG0009360
2191,elegans_X,X,gene,12156307,12160052,3746,-,WBGene00010222,protein_coding,OG0009361
2192,elegans_X,X,gene,11009512,11010665,1154,-,WBGene00010224,protein_coding,OG0006517
2193,elegans_X,X,gene,11008268,11009054,787,-,WBGene00010225,protein_coding,OG0006518
2194,elegans_IV,IV,gene,11638316,11640097,1782,+,WBGene00010233,protein_coding,OG0009385
2195,elegans_IV,IV,gene,11640047,11641015,969,-,WBGene00010234,protein_coding,OG0006658
2196,elegans_V,V,gene,10930778,10931289,512,-,WBGene00010237,protein_coding,OG0007058
2197,elegans_V,V,gene,9741206,9744331,3126,+,WBGene00010251,protein_coding,OG0007188
2198,elegans_V,V,gene,9756927,9757984,1058,-,WBGene00010258,protein_coding,OG0007190
2199,elegans_II,II,gene,12933854,12935359,1506,-,WBGene00010267,protein_coding,OG0010142
2200,elegans_II,II,gene,12940101,12943928,3828,+,WBGene00010268,protein_coding,OG0010141
2201,elegans_IV,IV,gene,9644294,9647873,3580,-,WBGene00010272,protein_coding,OG0009985
2202,elegans_IV,IV,gene,9643422,9644300,879,+,WBGene00010278,protein_coding,OG0009987
2203,elegans_V,V,gene,13661257,13664233,2977,+,WBGene00010279,protein_coding,OG0007310
2204,elegans_V,V,gene,11927661,11933246,5586,-,WBGene00010284,protein_coding,OG0010056
2205,elegans_V,V,gene,11933978,11935059,1082,+,WBGene00010286,protein_coding,OG0010054
2206,elegans_V,V,gene,11958393,11962700,4308,+,WBGene00010288,protein_coding,OG0010050
2207,elegans_V,V,gene,11963007,11964823,1817,-,WBGene00010290,protein_coding,OG0010047
2208,elegans_V,V,gene,17684108,17684957,850,-,WBGene00010301,protein_coding,OG0010070
2209,elegans_III,III,gene,8994645,8996786,2142,-,WBGene00010307,protein_coding,OG0008820
2210,elegans_III,III,gene,8996898,8999766,2869,-,WBGene00010308,protein_coding,OG0008821
2211,elegans_IV,IV,gene,9428259,9439165,10907,+,WBGene00010316,protein_coding,OG0009948
2212,elegans_IV,IV,gene,9439078,9441107,2030,-,WBGene00010317,protein_coding,OG0009947
2213,elegans_II,II,gene,10507212,10509846,2635,-,WBGene00010318,protein_coding,OG0005855
2214,elegans_II,II,gene,10510542,10512982,2441,+,WBGene00010319,protein_coding,OG0005854
2215,elegans_II,II,gene,10513813,10519117,5305,-,WBGene00010320,protein_coding,OG0005853
2216,elegans_I,I,gene,10519360,10520761,1402,+,WBGene00010326,protein_coding,OG0010314
2217,elegans_I,I,gene,10508956,10513396,4441,+,WBGene00010327,protein_coding,OG0010312
2218,elegans_X,X,gene,15666761,15672369,5609,+,WBGene00010329,protein_coding,OG0008298
2219,elegans_X,X,gene,15672513,15675722,3210,-,WBGene00010330,protein_coding,OG0008299
2220,elegans_X,X,gene,10997975,10999276,1302,-,WBGene00010335,protein_coding,OG0006520
2221,elegans_X,X,gene,15834072,15838546,4475,-,WBGene00010336,protein_coding,OG0010262
2222,elegans_X,X,gene,15842356,15847593,5238,-,WBGene00010338,protein_coding,OG0010263
2223,elegans_X,X,gene,15849885,15852001,2117,+,WBGene00010339,protein_coding,OG0010264
2224,elegans_X,X,gene,10529294,10533040,3747,+,WBGene00010340,protein_coding,OG0006556
2225,elegans_X,X,gene,10533699,10537131,3433,+,WBGene00010341,protein_coding,OG0006555
2226,elegans_X,X,gene,10546016,10549132,3117,+,WBGene00010344,protein_coding,OG0006552
2227,elegans_IV,IV,gene,11803271,11804153,883,-,WBGene00010348,protein_coding,OG0009870
2228,elegans_IV,IV,gene,11798654,11801178,2525,-,WBGene00010349,protein_coding,OG0009448
2229,elegans_IV,IV,gene,11783941,11792595,8655,-,WBGene00010350,protein_coding,OG0009452
2230,elegans_X,X,gene,15209289,15213259,3971,-,WBGene00010356,protein_coding,OG0008327
2231,elegans_X,X,gene,13507533,13510120,2588,+,WBGene00010368,protein_coding,OG0009178
2232,elegans_V,V,gene,10612680,10615596,2917,-,WBGene00010375,protein_coding,OG0006963
2233,elegans_V,V,gene,14901566,14909478,7913,-,WBGene00010385,protein_coding,OG0007005
2234,elegans_V,V,gene,11110100,11113091,2992,-,WBGene00010405,protein_coding,OG0007145
2235,elegans_V,V,gene,11113907,11118824,4918,+,WBGene00010406,protein_coding,OG0007146
2236,elegans_V,V,gene,11118766,11119705,940,-,WBGene00010407,protein_coding,OG0007147
2237,elegans_V,V,gene,11119813,11122493,2681,-,WBGene00010408,protein_coding,OG0007148
2238,elegans_IV,IV,gene,11480846,11482437,1592,+,WBGene00010409,protein_coding,OG0009321
2239,elegans_I,I,gene,11311524,11323110,11587,-,WBGene00010416,protein_coding,OG0008977
2240,elegans_V,V,gene,10602555,10605581,3027,+,WBGene00010418,protein_coding,OG0006962
2241,elegans_X,X,gene,12647117,12651487,4371,+,WBGene00010423,protein_coding,OG0007701
2242,elegans_V,V,gene,13650262,13654129,3868,-,WBGene00010425,protein_coding,OG0007309
2243,elegans_X,X,gene,15080779,15084086,3308,-,WBGene00010433,protein_coding,OG0008334
2244,elegans_IV,IV,gene,13244324,13247160,2837,+,WBGene00010437,protein_coding,OG0009584
2245,elegans_IV,IV,gene,13250655,13252311,1657,-,WBGene00010440,protein_coding,OG0009585
2246,elegans_IV,IV,gene,13256186,13259076,2891,+,WBGene00010442,protein_coding,OG0009587
2247,elegans_IV,IV,gene,11715039,11729281,14243,+,WBGene00010444,protein_coding,OG0009421
2248,elegans_III,III,gene,3425738,3428094,2357,+,WBGene00010450,protein_coding,OG0009543
2249,elegans_III,III,gene,9300219,9303928,3710,+,WBGene00010454,protein_coding,OG0008793
2250,elegans_III,III,gene,9296613,9297445,833,-,WBGene00010455,protein_coding,OG0008794
2251,elegans_II,II,gene,8267228,8269451,2224,-,WBGene00010457,protein_coding,OG0007900
2252,elegans_II,II,gene,8277578,8278515,938,-,WBGene00010458,protein_coding,OG0007904
2253,elegans_II,II,gene,8276298,8277621,1324,+,WBGene00010459,protein_coding,OG0007903
2254,elegans_V,V,gene,12397845,12398783,939,+,WBGene00010464,protein_coding,OG0007252
2255,elegans_V,V,gene,12398753,12400859,2107,-,WBGene00010465,protein_coding,OG0007253
2256,elegans_III,III,gene,10748429,10750080,1652,+,WBGene00010478,protein_coding,OG0006250
2257,elegans_III,III,gene,10740177,10740772,596,-,WBGene00010479,protein_coding,OG0006247
2258,elegans_I,I,gene,9745967,9747923,1957,-,WBGene00010488,protein_coding,OG0005923
2259,elegans_I,I,gene,8509041,8511315,2275,-,WBGene00010496,protein_coding,OG0008186
2260,elegans_I,I,gene,8517453,8526621,9169,-,WBGene00010498,protein_coding,OG0008147
2261,elegans_I,I,gene,8518902,8519609,708,+,WBGene00010499,protein_coding,OG0008156
2262,elegans_I,I,gene,8526758,8529271,2514,-,WBGene00010500,protein_coding,OG0008139
2263,elegans_II,II,gene,8078435,8080847,2413,+,WBGene00010503,protein_coding,OG0009454
2264,elegans_X,X,gene,13708619,13712009,3391,-,WBGene00010505,protein_coding,OG0006755
2265,elegans_X,X,gene,13066974,13071220,4247,-,WBGene00010520,protein_coding,OG0008279
2266,elegans_X,X,gene,13063535,13066944,3410,+,WBGene00010522,protein_coding,OG0008280
2267,elegans_V,V,gene,11407584,11409543,1960,+,WBGene00010524,protein_coding,OG0005129
2268,elegans_II,II,gene,14441409,14447233,5825,+,WBGene00010551,protein_coding,OG0007520
2269,elegans_IV,IV,gene,10183842,10194445,10604,-,WBGene00010558,protein_coding,OG0008002
2270,elegans_I,I,gene,8026601,8028752,2152,-,WBGene00010560,protein_coding,OG0009121
2271,elegans_I,I,gene,8032863,8035696,2834,-,WBGene00010562,protein_coding,OG0009123
2272,elegans_I,I,gene,8035798,8037145,1348,+,WBGene00010563,protein_coding,OG0009124
2273,elegans_I,I,gene,8036941,8039831,2891,-,WBGene00010564,protein_coding,OG0009125
2274,elegans_I,I,gene,8040799,8043278,2480,+,WBGene00010565,protein_coding,OG0009126
2275,elegans_I,I,gene,8047345,8049340,1996,-,WBGene00010566,protein_coding,OG0009127
2276,elegans_I,I,gene,8055459,8057029,1571,-,WBGene00010567,protein_coding,OG0009117
2277,elegans_III,III,gene,9361528,9365380,3853,+,WBGene00010575,protein_coding,OG0008788
2278,elegans_V,V,gene,9497042,9499376,2335,+,WBGene00010593,protein_coding,OG0007167
2279,elegans_V,V,gene,9501401,9504580,3180,+,WBGene00010594,protein_coding,OG0007168
2280,elegans_V,V,gene,9504910,9507118,2209,+,WBGene00010595,protein_coding,OG0007169
2281,elegans_I,I,gene,9591939,9593103,1165,-,WBGene00010613,protein_coding,OG0005911
2282,elegans_I,I,gene,9595276,9598363,3088,-,WBGene00010614,protein_coding,OG0005910
2283,elegans_I,I,gene,9615192,9616333,1142,-,WBGene00010616,protein_coding,OG0005907
2284,elegans_I,I,gene,8690929,8692622,1694,-,WBGene00010624,protein_coding,OG0009596
2285,elegans_V,V,gene,10356285,10357903,1619,-,WBGene00010628,protein_coding,OG0007077
2286,elegans_V,V,gene,10358538,10361535,2998,+,WBGene00010630,protein_coding,OG0007078
2287,elegans_V,V,gene,10362261,10365964,3704,+,WBGene00010631,protein_coding,OG0007079
2288,elegans_V,V,gene,10346649,10350154,3506,-,WBGene00010632,protein_coding,OG0007076
2289,elegans_I,I,gene,7152462,7156786,4325,-,WBGene00010641,protein_coding,OG0005260
2290,elegans_I,I,gene,7160936,7166523,5588,+,WBGene00010642,protein_coding,OG0005259
2291,elegans_I,I,gene,7166918,7169089,2172,-,WBGene00010643,protein_coding,OG0005258
2292,elegans_I,I,gene,7169997,7172192,2196,+,WBGene00010644,protein_coding,OG0005257
2293,elegans_IV,IV,gene,10656812,10660785,3974,+,WBGene00010646,protein_coding,OG0009744
2294,elegans_III,III,gene,13744222,13747287,3066,+,WBGene00010661,protein_coding,OG0008897
2295,elegans_III,III,gene,13764030,13768092,4063,-,WBGene00010665,protein_coding,OG0008896
2296,elegans_IV,IV,gene,12068890,12074948,6059,+,WBGene00010669,protein_coding,OG0009892
2297,elegans_IV,IV,gene,12077107,12078162,1056,-,WBGene00010670,protein_coding,OG0009893
2298,elegans_IV,IV,gene,12578855,12581146,2292,-,WBGene00010674,protein_coding,OG0008054
2299,elegans_II,II,gene,8744071,8747250,3180,+,WBGene00010681,protein_coding,OG0007633
2300,elegans_II,II,gene,8754058,8755370,1313,-,WBGene00010683,protein_coding,OG0007635
2301,elegans_V,V,gene,10004755,10007482,2728,+,WBGene00010697,protein_coding,OG0007507
2302,elegans_X,X,gene,15607969,15610623,2655,+,WBGene00010700,protein_coding,OG0008294
2303,elegans_X,X,gene,15591368,15595387,4020,+,WBGene00010702,protein_coding,OG0008302
2304,elegans_X,X,gene,15577242,15586811,9570,+,WBGene00010703,protein_coding,OG0008303
2305,elegans_IV,IV,gene,13434172,13445375,11204,-,WBGene00010714,protein_coding,OG0009606
2306,elegans_X,X,gene,10959436,10960942,1507,+,WBGene00010715,protein_coding,OG0006524
2307,elegans_X,X,gene,10966551,10969901,3351,+,WBGene00010716,protein_coding,OG0006522
2308,elegans_II,II,gene,14123945,14126941,2997,-,WBGene00010721,protein_coding,OG0005966
2309,elegans_II,II,gene,14114213,14122165,7953,-,WBGene00010722,protein_coding,OG0005967
2310,elegans_II,II,gene,14108028,14109234,1207,-,WBGene00010723,protein_coding,OG0005968
2311,elegans_X,X,gene,15620500,15626620,6121,+,WBGene00010724,protein_coding,OG0008296
2312,elegans_X,X,gene,15613797,15616753,2957,-,WBGene00010725,protein_coding,OG0008295
2313,elegans_I,I,gene,9850020,9851791,1772,-,WBGene00010730,protein_coding,OG0009047
2314,elegans_I,I,gene,9863584,9869064,5481,+,WBGene00010732,protein_coding,OG0009048
2315,elegans_V,V,gene,12680107,12692539,12433,+,WBGene00010735,protein_coding,OG0007323
2316,elegans_V,V,gene,12697858,12704269,6412,+,WBGene00010736,protein_coding,OG0007324
2317,elegans_V,V,gene,11193730,11196209,2480,-,WBGene00010742,protein_coding,OG0007156
2318,elegans_II,II,gene,14489802,14492909,3108,+,WBGene00010758,protein_coding,OG0007516
2319,elegans_II,II,gene,14492874,14494451,1578,-,WBGene00010759,protein_coding,OG0005797
2320,elegans_II,II,gene,14507766,14510221,2456,+,WBGene00010765,protein_coding,OG0010114
2321,elegans_I,I,gene,14797660,14798705,1046,+,WBGene00010767,protein_coding,OG0008730
2322,elegans_I,I,gene,12518787,12528322,9536,+,WBGene00010770,protein_coding,OG0006098
2323,elegans_III,III,gene,10796718,10802212,5495,-,WBGene00010772,protein_coding,OG0006255
2324,elegans_X,X,gene,13714157,13716327,2171,+,WBGene00010773,protein_coding,OG0005306
2325,elegans_X,X,gene,13727293,13734407,7115,+,WBGene00010776,protein_coding,OG0007668
2326,elegans_III,III,gene,9854074,9859183,5110,-,WBGene00010778,protein_coding,OG0006746
2327,elegans_III,III,gene,9847626,9848116,491,-,WBGene00010783,protein_coding,OG0006748
2328,elegans_III,III,gene,9860730,9863328,2599,+,WBGene00010784,protein_coding,OG0006745
2329,elegans_V,V,gene,11894331,11895916,1586,+,WBGene00010792,protein_coding,OG0010013
2330,elegans_IV,IV,gene,14464517,14469136,4620,+,WBGene00010794,protein_coding,OG0008845
2331,elegans_III,III,gene,3505643,3510033,4391,-,WBGene00010810,protein_coding,OG0006127
2332,elegans_III,III,gene,3510924,3519607,8684,-,WBGene00010811,protein_coding,OG0006129
2333,elegans_III,III,gene,3510237,3510974,738,+,WBGene00010812,protein_coding,OG0006128
2334,elegans_III,III,gene,3521133,3529794,8662,-,WBGene00010813,protein_coding,OG0010345
2335,elegans_III,III,gene,3493814,3499057,5244,-,WBGene00010815,protein_coding,OG0006126
2336,elegans_IV,IV,gene,12836508,12840411,3904,+,WBGene00010828,protein_coding,OG0009566
2337,elegans_X,X,gene,13841610,13843322,1713,+,WBGene00010833,protein_coding,OG0007662
2338,elegans_X,X,gene,13861277,13864292,3016,-,WBGene00010835,protein_coding,OG0007661
2339,elegans_III,III,gene,10405070,10415887,10818,+,WBGene00010840,protein_coding,OG0006225
2340,elegans_III,III,gene,10416139,10421757,5619,+,WBGene00010842,protein_coding,OG0006226
2341,elegans_III,III,gene,10428327,10435988,7662,-,WBGene00010845,protein_coding,OG0006227
2342,elegans_IV,IV,gene,11528052,11530629,2578,+,WBGene00010846,protein_coding,OG0009328
2343,elegans_IV,IV,gene,11518426,11521031,2606,-,WBGene00010847,protein_coding,OG0009325
2344,elegans_IV,IV,gene,11509731,11510764,1034,-,WBGene00010848,protein_coding,OG0009324
2345,elegans_V,V,gene,13386058,13391395,5338,-,WBGene00010868,protein_coding,OG0007284
2346,elegans_I,I,gene,7172463,7174124,1662,-,WBGene00010870,protein_coding,OG0005256
2347,elegans_I,I,gene,7188465,7190581,2117,+,WBGene00010872,protein_coding,OG0005255
2348,elegans_IV,IV,gene,11089827,11091856,2030,+,WBGene00010883,protein_coding,OG0008461
2349,elegans_IV,IV,gene,11100631,11101483,853,-,WBGene00010885,protein_coding,OG0009839
2350,elegans_IV,IV,gene,12110577,12111577,1001,-,WBGene00010888,protein_coding,OG0009899
2351,elegans_IV,IV,gene,12105858,12108396,2539,+,WBGene00010889,protein_coding,OG0009897
2352,elegans_IV,IV,gene,12114810,12121165,6356,-,WBGene00010890,protein_coding,OG0009900
2353,elegans_IV,IV,gene,12124952,12126785,1834,+,WBGene00010892,protein_coding,OG0009902
2354,elegans_II,II,gene,10622265,10625946,3682,+,WBGene00010893,protein_coding,OG0010185
2355,elegans_II,II,gene,10658027,10658626,600,-,WBGene00010896,protein_coding,OG0010178
2356,elegans_II,II,gene,10652353,10657682,5330,-,WBGene00010897,protein_coding,OG0010179
2357,elegans_III,III,gene,4541420,4542452,1033,-,WBGene00010905,protein_coding,OG0006123
2358,elegans_III,III,gene,4542881,4546014,3134,+,WBGene00010909,protein_coding,OG0006122
2359,elegans_II,II,gene,10844313,10850003,5691,-,WBGene00010910,protein_coding,OG0010164
2360,elegans_II,II,gene,10863679,10868720,5042,-,WBGene00010912,protein_coding,OG0010163
2361,elegans_II,II,gene,8214575,8216616,2042,-,WBGene00010913,protein_coding,OG0009432
2362,elegans_II,II,gene,8232789,8237252,4464,+,WBGene00010915,protein_coding,OG0009424
2363,elegans_IV,IV,gene,11814247,11819758,5512,+,WBGene00010918,protein_coding,OG0009871
2364,elegans_X,X,gene,12146832,12148771,1940,+,WBGene00010924,protein_coding,OG0009363
2365,elegans_X,X,gene,12142869,12143825,957,+,WBGene00010926,protein_coding,OG0009365
2366,elegans_II,II,gene,9414563,9416431,1869,-,WBGene00010941,protein_coding,OG0010102
2367,elegans_II,II,gene,9418365,9422201,3837,+,WBGene00010943,protein_coding,OG0010103
2368,elegans_II,II,gene,9426224,9427744,1521,-,WBGene00010944,protein_coding,OG0010105
